#=====================================================
# File created:        Mon-06-Nov-2023-at-02-23-26PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.000
# Run time (s):        9.674933
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -383.6165  0.3097 
   00001    0.6900    -585.5114  0.2934 
   00002    0.6550    -675.4543  0.2840 
   00003    0.5925    -753.4457  0.3063 
   00004    0.5750    -804.6895  0.2960 
   00005    0.5200    -863.6236  0.3175 
   00006    0.5175    -907.7033  0.2770 
   00007    0.5300    -882.5931  0.3147 
   00008    0.5475    -883.2781  0.3285 
   00009    0.5300    -876.7981  0.3321 
   00010    0.5550    -860.2699  0.3292 
   00011    0.4975    -849.0800  0.3255 
   00012    0.5275    -838.7255  0.2931 
   00013    0.5575    -881.6105  0.3255 
   00014    0.5400    -882.5301  0.3324 
   00015    0.5275    -877.1714  0.3373 
   00016    0.5075    -880.0743  0.3537 
   00017    0.4750    -925.7206  0.3801 
   00018    0.5450    -905.4594  0.3974 
   00019    0.4900    -950.3735  0.4026 
   00020    0.4550    -946.1322  0.4114 
   00021    0.4675    -944.8393  0.4270 
   00022    0.4825    -984.4613  0.4349 
   00023    0.5100    -963.9431  0.4669 
   00024    0.4450    -957.0436  0.4782 
   00025    0.5075    -967.0179  0.4616 
   00026    0.4850    -979.8532  0.4914 
   00027    0.5050   -1009.9122  0.5164 
   00028    0.4600    -993.3714  0.4891 
   00029    0.4450    -981.1056  0.4669 
   00030    0.4925    -963.3189  0.4326 
   00031    0.4850    -953.1615  0.4169 
   00032    0.4425    -926.2193  0.4274 
   00033    0.5525    -957.0951  0.4353 
   00034    0.4950    -920.2471  0.4274 
   00035    0.4750    -901.9301  0.4302 
   00036    0.5075    -926.0525  0.4148 
   00037    0.4650    -969.6394  0.4331 
   00038    0.4700    -936.1192  0.4340 
   00039    0.4950    -924.5914  0.4298 
   00040    0.4950    -941.1485  0.4266 
   00041    0.4675    -956.5068  0.4233 
   00042    0.4500    -965.6217  0.4157 
   00043    0.4775   -1008.5627  0.4161 
   00044    0.4275   -1017.2301  0.4016 
   00045    0.4200    -984.7020  0.3802 
   00046    0.5000    -966.7782  0.3622 
   00047    0.4950    -981.2879  0.3730 
   00048    0.4700    -956.4637  0.3810 
   00049    0.4950    -982.7406  0.3553 
   00050    0.4925    -949.7044  0.3487 
   00051    0.4675    -996.3218  0.3552 
   00052    0.4950    -993.7571  0.3495 
   00053    0.4525    -946.6186  0.3771 
   00054    0.5225    -995.6421  0.3661 
   00055    0.4525    -962.0807  0.3749 
   00056    0.5200    -947.5175  0.3885 
   00057    0.4975    -964.8688  0.3960 
   00058    0.4500    -903.5435  0.3945 
   00059    0.5625    -876.7539  0.3993 
   00060    0.5475    -885.6006  0.3770 
   00061    0.5000    -936.9416  0.3965 
   00062    0.5075    -945.2081  0.3583 
   00063    0.5050    -946.7712  0.3417 
   00064    0.4925    -934.3489  0.3645 
   00065    0.5075    -982.8680  0.3808 
   00066    0.4400    -943.9769  0.3607 
   00067    0.5700    -950.6313  0.3478 
   00068    0.4900    -924.8683  0.3797 
   00069    0.4900    -908.6478  0.4101 
   00070    0.5325    -900.4827  0.4086 
   00071    0.5250    -918.0295  0.3800 
   00072    0.5150    -922.5764  0.3344 
   00073    0.5200    -901.9865  0.3106 
   00074    0.5450    -929.3561  0.3060 
   00075    0.5600    -891.2174  0.3160 
   00076    0.4850    -890.8413  0.3082 
   00077    0.4775    -859.2092  0.3177 
   00078    0.5175    -843.3855  0.2721 
   00079    0.5225    -858.0219  0.3177 
   00080    0.5250    -903.2836  0.3320 
   00081    0.4975    -901.3383  0.3342 
   00082    0.5350    -875.6329  0.3298 
   00083    0.5100    -856.1056  0.3253 
   00084    0.5500    -875.3712  0.3334 
   00085    0.4725    -866.6207  0.3248 
   00086    0.4475    -878.3315  0.3437 
   00087    0.5600    -847.7096  0.3221 
   00088    0.5475    -879.8003  0.3381 
   00089    0.5350    -854.7462  0.3643 
   00090    0.5300    -860.1574  0.3205 
   00091    0.5150    -878.9439  0.2869 
   00092    0.5100    -869.5876  0.2631 
   00093    0.5275    -892.8469  0.2745 
   00094    0.5625    -878.0334  0.2876 
   00095    0.5125    -889.6854  0.2958 
   00096    0.5175    -906.7426  0.3160 
   00097    0.4750    -889.1285  0.2948 
   00098    0.5475    -922.4401  0.3058 
   00099    0.5150    -878.1974  0.3346 
   00100    0.5025    -913.3206  0.3577 
   00101    0.5100    -920.8004  0.3530 
   00102    0.5475    -901.2916  0.3183 
   00103    0.4825    -910.1184  0.3079 
   00104    0.5825    -861.2346  0.2602 
   00105    0.5300    -843.7369  0.2770 
   00106    0.5250    -846.3416  0.3113 
   00107    0.4900    -880.5608  0.3327 
