#=====================================================
# File created:        Mon-06-Nov-2023-at-10-57-04AM
# Size of lattice:     40x40
# Number of MC steps:  1000
# Reduced temperature: 1.000
# Run time (s):        39.595523
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1578.1158  0.2553 
   00001    0.6750   -1806.3651  0.2558 
   00002    0.6475   -1989.8757  0.2570 
   00003    0.5950   -2150.8989  0.2572 
   00004    0.6000   -2257.8393  0.2652 
   00005    0.5650   -2432.7756  0.2687 
   00006    0.6050   -2528.8192  0.2626 
   00007    0.5400   -2639.3474  0.2696 
   00008    0.5925   -2723.9561  0.2754 
   00009    0.5425   -2807.3720  0.2784 
   00010    0.5600   -2862.7983  0.2781 
   00011    0.5550   -2934.6877  0.2832 
   00012    0.5400   -2995.8244  0.2781 
   00013    0.5150   -3062.5665  0.2862 
   00014    0.5150   -3091.6654  0.2820 
   00015    0.5100   -3100.8397  0.2844 
   00016    0.5200   -3108.2875  0.2752 
   00017    0.5175   -3183.1056  0.2747 
   00018    0.4500   -3171.6139  0.2699 
   00019    0.4925   -3142.0686  0.2755 
   00020    0.5150   -3187.1124  0.2806 
   00021    0.5125   -3238.0933  0.2846 
   00022    0.5000   -3233.7380  0.2884 
   00023    0.4775   -3279.3979  0.2928 
   00024    0.5225   -3251.7972  0.2957 
   00025    0.4650   -3270.9490  0.2922 
   00026    0.4950   -3321.4543  0.2933 
   00027    0.4550   -3330.4252  0.2893 
   00028    0.4675   -3311.1952  0.2888 
   00029    0.5025   -3319.7567  0.2862 
   00030    0.4975   -3370.0169  0.2899 
   00031    0.4650   -3399.7003  0.2968 
   00032    0.4700   -3406.4937  0.2891 
   00033    0.4225   -3438.9219  0.2840 
   00034    0.4750   -3452.8267  0.2843 
   00035    0.4925   -3447.8072  0.2907 
   00036    0.4550   -3434.5585  0.2857 
   00037    0.4525   -3433.1545  0.2908 
   00038    0.4425   -3440.7821  0.2947 
   00039    0.4825   -3494.6957  0.2999 
   00040    0.4650   -3499.5733  0.3032 
   00041    0.4850   -3500.3859  0.3024 
   00042    0.4575   -3491.6578  0.3069 
   00043    0.4575   -3485.7228  0.3126 
   00044    0.4700   -3491.3816  0.3119 
   00045    0.4775   -3486.3856  0.3194 
   00046    0.4675   -3454.4314  0.3212 
   00047    0.4700   -3499.7219  0.3165 
   00048    0.4600   -3556.0518  0.3161 
   00049    0.4550   -3575.0215  0.3036 
   00050    0.4525   -3601.5063  0.3103 
   00051    0.4500   -3606.0016  0.3098 
   00052    0.4700   -3609.0392  0.3109 
   00053    0.4675   -3653.8771  0.3088 
   00054    0.4650   -3687.7234  0.3099 
   00055    0.4500   -3702.1667  0.3098 
   00056    0.4350   -3731.6580  0.3095 
   00057    0.4625   -3750.1735  0.3159 
   00058    0.4375   -3697.2925  0.3160 
