#=====================================================
# File created:        Mon-06-Nov-2023-at-11-25-25AM
# Size of lattice:     60x60
# Number of MC steps:  1000
# Reduced temperature: 1.400
# Run time (s):        90.304708
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -3575.4884  0.2568 
   00001    0.7189   -4102.0628  0.2521 
   00002    0.7022   -4478.6270  0.2538 
   00003    0.6833   -4759.9595  0.2549 
   00004    0.6744   -5103.1743  0.2548 
   00005    0.6644   -5334.7882  0.2587 
   00006    0.6656   -5594.5191  0.2627 
   00007    0.6211   -5751.8986  0.2665 
   00008    0.6333   -5881.4351  0.2671 
   00009    0.6389   -6006.5015  0.2750 
   00010    0.6289   -6056.7967  0.2727 
   00011    0.6344   -6162.0197  0.2651 
   00012    0.6156   -6215.6336  0.2640 
   00013    0.6056   -6252.4808  0.2694 
   00014    0.5967   -6338.7666  0.2739 
   00015    0.5956   -6384.7904  0.2775 
   00016    0.6022   -6488.3751  0.2827 
   00017    0.6000   -6509.5692  0.2820 
   00018    0.6100   -6507.5650  0.2759 
   00019    0.5800   -6591.0664  0.2732 
   00020    0.5622   -6622.6435  0.2743 
   00021    0.5978   -6604.4050  0.2775 
   00022    0.5800   -6722.2960  0.2685 
   00023    0.5822   -6791.7611  0.2725 
   00024    0.5867   -6843.9006  0.2633 
   00025    0.5589   -6776.1414  0.2621 
   00026    0.5600   -6781.2759  0.2622 
   00027    0.5822   -6763.2164  0.2622 
   00028    0.5756   -6733.3964  0.2671 
   00029    0.6011   -6690.2515  0.2680 
   00030    0.5722   -6734.9612  0.2672 
   00031    0.5689   -6709.8946  0.2718 
   00032    0.5600   -6679.9752  0.2804 
   00033    0.6111   -6613.7008  0.2797 
   00034    0.5622   -6634.7164  0.2816 
   00035    0.5967   -6682.6725  0.2856 
   00036    0.5767   -6689.7676  0.2834 
   00037    0.5711   -6784.5564  0.2811 
   00038    0.5767   -6781.1875  0.2844 
   00039    0.5900   -6752.5140  0.2804 
   00040    0.5744   -6774.4794  0.2748 
   00041    0.5522   -6708.3901  0.2714 
