#=====================================================
# File created:        Thu-02-Nov-2023-at-03-21-33PM
# Size of lattice:     20x20
# Number of MC steps:  10
# Reduced temperature: 0.600
# Run time (s):        0.140062
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -355.7265  0.2714 
   00001    0.6725    -580.4488  0.2978 
   00002    0.6475    -701.6525  0.3236 
   00003    0.5850    -804.8361  0.3336 
   00004    0.5550    -838.3588  0.3282 
   00005    0.5750    -903.3818  0.3325 
   00006    0.4825    -946.8566  0.3550 
   00007    0.5000    -957.8829  0.3575 
   00008    0.4900    -973.3499  0.3735 
   00009    0.5325   -1014.9956  0.3783 
   00010    0.4875   -1083.6439  0.3624 
