#=====================================================
# File created:        Mon-06-Nov-2023-at-11-39-59AM
# Size of lattice:     80x80
# Number of MC steps:  1000
# Reduced temperature: 1.800
# Run time (s):        162.675153
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6545.7426  0.2575 
   00001    0.7419   -7389.3022  0.2546 
   00002    0.7388   -7979.3547  0.2547 
   00003    0.7194   -8442.5761  0.2590 
   00004    0.7125   -8794.4845  0.2601 
   00005    0.7319   -9044.9422  0.2527 
   00006    0.7050   -9344.5152  0.2627 
   00007    0.7013   -9496.9353  0.2599 
   00008    0.6975   -9716.1352  0.2666 
   00009    0.6906   -9940.1777  0.2645 
   00010    0.7013  -10098.2296  0.2644 
   00011    0.6744  -10095.3579  0.2643 
   00012    0.6713  -10237.8035  0.2604 
   00013    0.6900  -10311.0711  0.2663 
   00014    0.6644  -10366.1215  0.2640 
   00015    0.6687  -10520.3464  0.2653 
   00016    0.6625  -10450.8129  0.2609 
   00017    0.6806  -10418.4092  0.2670 
   00018    0.6637  -10457.3527  0.2692 
   00019    0.6725  -10452.8363  0.2653 
   00020    0.6725  -10493.5902  0.2678 
   00021    0.6756  -10507.5621  0.2640 
   00022    0.6744  -10441.3746  0.2568 
   00023    0.6550  -10431.5497  0.2665 
   00024    0.6700  -10364.8186  0.2679 
   00025    0.6675  -10409.0879  0.2689 
   00026    0.6669  -10549.5319  0.2688 
   00027    0.6650  -10627.9535  0.2724 
   00028    0.6569  -10623.4707  0.2758 
   00029    0.6613  -10759.0363  0.2782 
   00030    0.6637  -10685.3865  0.2730 
   00031    0.6594  -10716.6679  0.2723 
   00032    0.6538  -10761.5377  0.2687 
   00033    0.6462  -10700.7204  0.2658 
   00034    0.6500  -10719.2775  0.2652 
   00035    0.6494  -10741.7351  0.2679 
   00036    0.6569  -10839.2406  0.2664 
   00037    0.6737  -10902.4937  0.2669 
   00038    0.6450  -10947.5933  0.2662 
   00039    0.6613  -10909.4750  0.2715 
   00040    0.6569  -10827.5671  0.2758 
   00041    0.6538  -10923.3578  0.2752 
   00042    0.6462  -10950.9288  0.2710 
   00043    0.6706  -10962.7916  0.2701 
   00044    0.6606  -10871.2919  0.2769 
   00045    0.6519  -10950.1988  0.2779 
   00046    0.6637  -10817.4578  0.2786 
   00047    0.6550  -10797.1164  0.2785 
   00048    0.6562  -10649.6153  0.2838 
   00049    0.6481  -10746.4637  0.2838 
   00050    0.6819  -10707.1625  0.2810 
   00051    0.6856  -10769.6648  0.2825 
   00052    0.6669  -10743.9346  0.2783 
   00053    0.6637  -10761.5649  0.2772 
   00054    0.6431  -10825.0419  0.2721 
   00055    0.6544  -10804.6643  0.2738 
   00056    0.6488  -10761.0290  0.2792 
   00057    0.6600  -10807.4103  0.2770 
   00058    0.6750  -10780.0644  0.2768 
   00059    0.6531  -10671.1356  0.2732 
   00060    0.6713  -10750.5010  0.2760 
   00061    0.6781  -10609.6596  0.2746 
   00062    0.6813  -10609.7233  0.2633 
   00063    0.6731  -10553.0156  0.2611 
   00064    0.6763  -10512.9601  0.2579 
   00065    0.6694  -10545.1317  0.2532 
   00066    0.6781  -10503.0161  0.2525 
   00067    0.6800  -10432.5496  0.2584 
   00068    0.6813  -10590.1108  0.2530 
   00069    0.6631  -10559.0734  0.2538 
   00070    0.6606  -10640.1407  0.2547 
   00071    0.6637  -10611.8134  0.2570 
   00072    0.6794  -10537.8460  0.2565 
   00073    0.6531  -10545.1081  0.2589 
   00074    0.6681  -10612.5379  0.2547 
   00075    0.6694  -10553.5991  0.2597 
   00076    0.6700  -10427.0414  0.2543 
   00077    0.6600  -10439.3866  0.2526 
   00078    0.6694  -10644.3876  0.2545 
   00079    0.6650  -10619.5837  0.2593 
   00080    0.6406  -10658.8104  0.2643 
   00081    0.6625  -10687.5222  0.2662 
   00082    0.6494  -10571.4586  0.2679 
   00083    0.6525  -10505.4734  0.2630 
   00084    0.6556  -10544.0189  0.2604 
   00085    0.6775  -10605.6040  0.2587 
   00086    0.6669  -10594.7582  0.2565 
   00087    0.6506  -10521.1717  0.2611 
   00088    0.6713  -10531.1706  0.2650 
   00089    0.6631  -10486.2662  0.2652 
   00090    0.6562  -10502.7964  0.2694 
   00091    0.6619  -10320.4013  0.2709 
   00092    0.6581  -10357.4450  0.2675 
   00093    0.6725  -10486.8718  0.2628 
   00094    0.6800  -10379.1331  0.2685 
   00095    0.6713  -10300.8810  0.2685 
   00096    0.6613  -10350.5829  0.2703 
   00097    0.6481  -10531.5586  0.2692 
   00098    0.6419  -10801.0054  0.2703 
   00099    0.6669  -10864.3285  0.2663 
   00100    0.6519  -10879.7469  0.2673 
   00101    0.6500  -10938.5160  0.2608 
   00102    0.6787  -10797.1869  0.2642 
