#=====================================================
# File created:        Mon-06-Nov-2023-at-03-22-58PM
# Size of lattice:     80x80
# Number of MC steps:  1000
# Reduced temperature: 0.800
# Run time (s):        34.865057
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6435.2083  0.2702 
   00001    0.6728   -9913.0091  0.2687 
   00002    0.6089  -11539.1811  0.2721 
   00003    0.5739  -12637.2184  0.2776 
   00004    0.5400  -13363.9510  0.2848 
   00005    0.5244  -13777.3497  0.2877 
   00006    0.5161  -14195.1786  0.2827 
   00007    0.5147  -14535.8209  0.2802 
   00008    0.5053  -14988.0027  0.2814 
   00009    0.4969  -15304.8525  0.2829 
   00010    0.4778  -15617.0957  0.2888 
   00011    0.4773  -15796.4861  0.2853 
   00012    0.4587  -16041.3635  0.2890 
   00013    0.4702  -16158.4327  0.2922 
   00014    0.4633  -16323.6480  0.2934 
   00015    0.4605  -16353.0961  0.2938 
   00016    0.4608  -16486.7231  0.2910 
   00017    0.4541  -16632.7493  0.2913 
   00018    0.4503  -16831.1936  0.2934 
   00019    0.4641  -16680.6205  0.2942 
   00020    0.4555  -16772.5133  0.2967 
   00021    0.4580  -16806.6670  0.2921 
   00022    0.4573  -16937.6290  0.3004 
   00023    0.4417  -17019.8916  0.3034 
   00024    0.4525  -17126.7528  0.2993 
   00025    0.4444  -17199.8139  0.3022 
   00026    0.4433  -17211.5093  0.2984 
   00027    0.4428  -17231.2162  0.2950 
   00028    0.4439  -17315.3247  0.2919 
   00029    0.4341  -17155.5282  0.2939 
   00030    0.4469  -17217.5415  0.2878 
   00031    0.4384  -17324.7271  0.2886 
   00032    0.4398  -17263.8038  0.2913 
   00033    0.4403  -17359.2887  0.2883 
   00034    0.4373  -17257.9309  0.2921 
   00035    0.4281  -17326.4067  0.2946 
   00036    0.4350  -17364.2748  0.2966 
   00037    0.4394  -17421.8767  0.2935 
   00038    0.4330  -17440.6780  0.2927 
   00039    0.4403  -17440.9949  0.2846 
   00040    0.4352  -17498.4209  0.2872 
   00041    0.4325  -17590.8890  0.2876 
   00042    0.4353  -17593.7626  0.2950 
   00043    0.4420  -17607.1880  0.2937 
   00044    0.4397  -17682.8837  0.2868 
   00045    0.4403  -17711.1918  0.2899 
   00046    0.4309  -17691.6165  0.2935 
   00047    0.4306  -17808.1526  0.2949 
   00048    0.4305  -17855.5045  0.2936 
   00049    0.4281  -17832.2188  0.2947 
   00050    0.4184  -17836.2880  0.2966 
   00051    0.4267  -17976.5412  0.3024 
   00052    0.4228  -17915.3872  0.2978 
   00053    0.4295  -17965.8657  0.2968 
   00054    0.4267  -17805.8882  0.3029 
