#=====================================================
# File created:        Mon-06-Nov-2023-at-02-07-16PM
# Size of lattice:     80x80
# Number of MC steps:  1000
# Reduced temperature: 1.600
# Run time (s):        19.358788
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6307.5208  0.2591 
   00001    0.7527   -9060.2550  0.2583 
   00002    0.7036  -10163.9442  0.2551 
   00003    0.6811  -10710.3285  0.2550 
   00004    0.6697  -10896.4005  0.2635 
   00005    0.6550  -11116.5586  0.2659 
   00006    0.6636  -11163.1252  0.2595 
   00007    0.6567  -11197.7736  0.2585 
   00008    0.6716  -11080.9672  0.2564 
   00009    0.6512  -11243.7979  0.2603 
   00010    0.6642  -11167.7048  0.2554 
   00011    0.6639  -11241.4828  0.2583 
   00012    0.6653  -11208.0065  0.2637 
   00013    0.6611  -11349.7291  0.2627 
   00014    0.6541  -11458.8992  0.2712 
   00015    0.6673  -11180.0681  0.2783 
   00016    0.6630  -11147.8816  0.2758 
   00017    0.6598  -11119.8167  0.2692 
   00018    0.6752  -11318.2022  0.2754 
   00019    0.6611  -11421.9743  0.2805 
   00020    0.6538  -11447.6728  0.2799 
   00021    0.6602  -11318.9035  0.2801 
   00022    0.6655  -11213.0393  0.2745 
   00023    0.6663  -11182.2062  0.2634 
   00024    0.6650  -11129.3167  0.2674 
   00025    0.6613  -11361.1835  0.2712 
   00026    0.6625  -11138.5913  0.2752 
   00027    0.6742  -11231.0746  0.2625 
   00028    0.6620  -11400.4467  0.2646 
   00029    0.6623  -11326.0233  0.2667 
   00030    0.6592  -11240.7639  0.2596 
   00031    0.6580  -11168.3781  0.2654 
   00032    0.6677  -11209.7300  0.2719 
   00033    0.6517  -11329.9337  0.2673 
   00034    0.6455  -11376.6312  0.2682 
   00035    0.6616  -11480.1841  0.2723 
   00036    0.6636  -11414.0573  0.2612 
   00037    0.6602  -11255.9895  0.2589 
   00038    0.6695  -11316.9714  0.2604 
   00039    0.6447  -11450.5509  0.2591 
   00040    0.6642  -11289.0844  0.2739 
   00041    0.6550  -11153.9190  0.2805 
   00042    0.6547  -11257.8496  0.2691 
   00043    0.6587  -11276.5718  0.2609 
   00044    0.6455  -11299.5474  0.2575 
   00045    0.6606  -11137.3993  0.2505 
   00046    0.6642  -11118.9220  0.2566 
   00047    0.6584  -11087.5160  0.2554 
   00048    0.6525  -11064.8305  0.2621 
   00049    0.6630  -11213.2314  0.2701 
   00050    0.6597  -11002.5001  0.2711 
   00051    0.6752  -11170.2185  0.2600 
   00052    0.6669  -11204.9648  0.2568 
   00053    0.6681  -11062.7929  0.2611 
   00054    0.6681  -11202.0437  0.2710 
   00055    0.6716  -11232.0939  0.2660 
   00056    0.6613  -11168.7242  0.2747 
   00057    0.6672  -11057.3858  0.2645 
   00058    0.6589  -11168.5462  0.2661 
   00059    0.6627  -11191.8864  0.2717 
   00060    0.6675  -11085.7769  0.2587 
   00061    0.6680  -11181.2864  0.2622 
   00062    0.6614  -11546.6284  0.2551 
   00063    0.6578  -11240.5683  0.2622 
   00064    0.6716  -11256.9441  0.2661 
   00065    0.6592  -11171.3854  0.2588 
   00066    0.6608  -11333.2320  0.2566 
   00067    0.6548  -11285.5345  0.2614 
   00068    0.6512  -11312.3483  0.2572 
   00069    0.6566  -11353.6802  0.2590 
   00070    0.6525  -11305.2344  0.2652 
   00071    0.6713  -11236.6956  0.2626 
   00072    0.6625  -11457.6291  0.2675 
   00073    0.6650  -11308.9635  0.2713 
   00074    0.6523  -11242.0687  0.2748 
   00075    0.6672  -11294.7252  0.2722 
   00076    0.6530  -11163.4537  0.2730 
   00077    0.6709  -11150.2151  0.2781 
   00078    0.6822  -11092.6187  0.2795 
   00079    0.6661  -11055.2392  0.2753 
   00080    0.6666  -11469.8429  0.2679 
   00081    0.6552  -11305.9758  0.2642 
   00082    0.6567  -11319.1315  0.2638 
   00083    0.6627  -11309.4633  0.2572 
   00084    0.6492  -11426.4170  0.2523 
   00085    0.6595  -11330.2780  0.2582 
   00086    0.6581  -11356.1350  0.2601 
   00087    0.6708  -11163.0452  0.2532 
   00088    0.6609  -11170.2423  0.2534 
   00089    0.6553  -11296.3647  0.2572 
   00090    0.6647  -11129.3044  0.2613 
   00091    0.6600  -11301.0685  0.2576 
   00092    0.6613  -11452.9282  0.2535 
   00093    0.6505  -11315.0853  0.2580 
   00094    0.6564  -11314.4840  0.2603 
   00095    0.6572  -11321.3229  0.2525 
   00096    0.6619  -11415.1663  0.2602 
   00097    0.6616  -11302.7861  0.2552 
   00098    0.6572  -11171.3794  0.2621 
   00099    0.6614  -11316.7307  0.2686 
   00100    0.6628  -11301.7865  0.2639 
   00101    0.6577  -11296.1091  0.2632 
   00102    0.6559  -11278.3047  0.2639 
   00103    0.6620  -11285.2982  0.2597 
   00104    0.6566  -11150.8569  0.2625 
   00105    0.6555  -11346.4026  0.2658 
   00106    0.6633  -11290.0808  0.2704 
   00107    0.6659  -11107.8105  0.2681 
   00108    0.6602  -11137.0373  0.2618 
   00109    0.6730  -11186.0817  0.2683 
   00110    0.6639  -11307.0203  0.2626 
   00111    0.6691  -11364.4465  0.2599 
   00112    0.6687  -11404.5896  0.2645 
   00113    0.6613  -11304.2700  0.2680 
