#=====================================================
# File created:        Mon-06-Nov-2023-at-10-50-13AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.200
# Run time (s):        10.134883
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -379.6314  0.2787 
   00001    0.6100    -444.2311  0.3049 
   00002    0.5700    -499.7810  0.3046 
   00003    0.5700    -541.4140  0.2972 
   00004    0.5100    -564.5401  0.2938 
   00005    0.5800    -594.7948  0.2869 
   00006    0.5700    -606.5274  0.2864 
   00007    0.4700    -628.9356  0.2798 
   00008    0.5200    -635.6604  0.2943 
   00009    0.5500    -642.6641  0.3060 
   00010    0.4900    -685.8414  0.2981 
   00011    0.5300    -704.5624  0.2874 
   00012    0.5000    -723.4569  0.2993 
   00013    0.4800    -718.1999  0.3152 
   00014    0.4700    -723.4385  0.3033 
   00015    0.4200    -740.7387  0.2981 
   00016    0.4600    -764.2542  0.2917 
   00017    0.4700    -794.8878  0.3083 
   00018    0.3800    -796.4963  0.3096 
   00019    0.4600    -813.4994  0.2945 
   00020    0.4400    -788.8060  0.2788 
   00021    0.4500    -804.0359  0.2734 
   00022    0.4000    -828.9497  0.2564 
   00023    0.4800    -820.0740  0.2631 
   00024    0.4300    -818.8443  0.2694 
   00025    0.4300    -812.9752  0.2573 
   00026    0.3900    -801.7845  0.2694 
   00027    0.3900    -801.9017  0.2787 
   00028    0.5100    -799.2644  0.2826 
   00029    0.5100    -790.8446  0.3013 
   00030    0.3800    -784.3468  0.2863 
   00031    0.4400    -758.5944  0.2699 
   00032    0.5100    -750.7165  0.2744 
   00033    0.3500    -760.1428  0.2893 
   00034    0.4400    -763.3733  0.2881 
   00035    0.4900    -755.6826  0.2799 
   00036    0.5000    -734.3891  0.2738 
   00037    0.5500    -735.7352  0.2757 
   00038    0.4800    -761.9577  0.2800 
   00039    0.4600    -746.9219  0.2877 
   00040    0.5100    -751.9037  0.2943 
   00041    0.5500    -780.9862  0.3074 
   00042    0.4700    -767.6440  0.3115 
   00043    0.4700    -760.3108  0.3110 
   00044    0.5600    -756.1893  0.3241 
   00045    0.4400    -764.0489  0.3266 
   00046    0.4100    -778.6204  0.3177 
   00047    0.4500    -772.3912  0.3039 
   00048    0.4600    -792.7722  0.3250 
   00049    0.4800    -787.2135  0.3129 
   00050    0.5000    -801.6499  0.3241 
   00051    0.5100    -781.7196  0.3462 
   00052    0.5100    -798.7239  0.3365 
   00053    0.3900    -799.4824  0.3288 
   00054    0.4700    -806.4834  0.3233 
   00055    0.3800    -802.6295  0.3185 
   00056    0.4500    -787.2376  0.3309 
   00057    0.4500    -792.4589  0.3449 
   00058    0.4100    -794.2402  0.3420 
   00059    0.4400    -789.8389  0.3356 
   00060    0.4500    -791.4473  0.3427 
   00061    0.4200    -806.5192  0.3567 
   00062    0.4600    -807.1899  0.3659 
   00063    0.4800    -824.9327  0.3599 
   00064    0.4600    -815.4118  0.3535 
   00065    0.4600    -832.9050  0.3514 
   00066    0.4300    -831.9265  0.3537 
   00067    0.4600    -822.4494  0.3415 
   00068    0.4400    -823.9172  0.3382 
   00069    0.5200    -806.9795  0.3498 
   00070    0.4000    -797.4964  0.3512 
   00071    0.4000    -804.0130  0.3502 
   00072    0.4200    -811.4730  0.3446 
   00073    0.4600    -787.4743  0.3260 
