#=====================================================
# File created:        Mon-06-Nov-2023-at-12-31-33PM
# Size of lattice:     40x40
# Number of MC steps:  1000
# Reduced temperature: 0.800
# Run time (s):        7.264494
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1620.2975  0.2650 
   00001    0.6950   -2404.3027  0.2542 
   00002    0.6312   -2810.7813  0.2812 
   00003    0.5875   -3212.4116  0.2957 
   00004    0.5519   -3328.3222  0.2938 
   00005    0.5281   -3466.7879  0.3094 
   00006    0.5106   -3589.9673  0.3177 
   00007    0.5337   -3688.8623  0.3153 
   00008    0.5044   -3778.3052  0.3108 
   00009    0.5044   -3904.8171  0.3005 
   00010    0.4556   -3971.5166  0.2923 
   00011    0.4600   -4039.5189  0.3184 
   00012    0.4738   -4086.1699  0.3352 
   00013    0.4594   -4077.3259  0.3456 
   00014    0.4500   -4161.0807  0.3560 
   00015    0.4338   -4238.5638  0.3602 
   00016    0.4600   -4277.3815  0.3710 
   00017    0.4481   -4298.8625  0.3619 
   00018    0.4594   -4207.7145  0.3513 
   00019    0.4650   -4196.1509  0.3503 
   00020    0.4569   -4299.8427  0.3537 
   00021    0.4644   -4288.9842  0.3520 
   00022    0.4688   -4321.8826  0.3519 
   00023    0.4325   -4379.3832  0.3517 
   00024    0.4456   -4377.5281  0.3564 
   00025    0.4431   -4348.1904  0.3155 
   00026    0.4669   -4329.5615  0.3100 
   00027    0.4556   -4332.4301  0.3022 
   00028    0.4562   -4355.7683  0.3047 
   00029    0.4350   -4343.7533  0.2983 
   00030    0.4400   -4387.2854  0.2972 
   00031    0.4369   -4379.1924  0.2984 
   00032    0.4531   -4341.8682  0.2936 
   00033    0.4581   -4322.6107  0.2864 
   00034    0.4412   -4372.8936  0.2870 
   00035    0.4356   -4294.0404  0.2943 
   00036    0.4331   -4337.6152  0.2960 
   00037    0.4444   -4310.4139  0.2973 
   00038    0.4419   -4300.4593  0.2847 
   00039    0.4481   -4293.3134  0.2781 
   00040    0.4169   -4360.7874  0.2807 
   00041    0.4469   -4331.4794  0.2948 
   00042    0.4462   -4388.0206  0.2898 
   00043    0.4288   -4441.8891  0.2816 
