#=====================================================
# File created:        Mon-06-Nov-2023-at-10-50-34AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 2.000
# Run time (s):        10.033025
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -390.6306  0.2595 
   00001    0.7200    -412.2474  0.2715 
   00002    0.6200    -483.9001  0.2813 
   00003    0.5800    -512.9134  0.2988 
   00004    0.6100    -519.8699  0.2882 
   00005    0.6700    -574.3096  0.2921 
   00006    0.5900    -604.5337  0.3143 
   00007    0.5700    -590.0268  0.3063 
   00008    0.6100    -591.4161  0.2888 
   00009    0.5700    -606.2824  0.3009 
   00010    0.6500    -613.0120  0.3219 
   00011    0.6200    -593.6188  0.3067 
   00012    0.5500    -573.6266  0.3133 
   00013    0.6400    -556.5667  0.3016 
   00014    0.6500    -574.9962  0.3005 
   00015    0.6700    -573.2213  0.2690 
   00016    0.5700    -574.6947  0.2803 
   00017    0.5600    -622.2122  0.2691 
   00018    0.6200    -624.0777  0.2660 
   00019    0.5700    -639.4105  0.2710 
   00020    0.5600    -653.4473  0.2784 
   00021    0.5400    -644.5987  0.2733 
   00022    0.5600    -647.7329  0.2675 
   00023    0.5900    -623.4225  0.2743 
   00024    0.7200    -645.1189  0.3036 
   00025    0.5700    -662.3247  0.3168 
   00026    0.5500    -688.8813  0.3175 
   00027    0.5000    -669.7726  0.3155 
   00028    0.5300    -672.7343  0.3034 
   00029    0.5600    -639.4598  0.2799 
   00030    0.6000    -682.4855  0.2767 
   00031    0.5200    -684.4293  0.2729 
   00032    0.5800    -674.7561  0.2704 
   00033    0.4900    -659.0867  0.2929 
   00034    0.5300    -678.2688  0.2800 
   00035    0.5300    -671.9928  0.2846 
   00036    0.5900    -681.6661  0.2816 
   00037    0.5700    -681.2219  0.3032 
   00038    0.5800    -685.5385  0.3026 
   00039    0.6100    -706.3867  0.2962 
   00040    0.5500    -704.5295  0.3025 
   00041    0.5200    -733.5606  0.3058 
   00042    0.5700    -702.1986  0.3304 
   00043    0.5900    -699.5844  0.3320 
   00044    0.5800    -648.8076  0.3220 
   00045    0.5800    -661.4548  0.3474 
   00046    0.5500    -665.3822  0.3363 
   00047    0.5300    -667.6015  0.3242 
   00048    0.5700    -657.1303  0.3194 
   00049    0.6200    -672.8767  0.3206 
   00050    0.5700    -683.0921  0.3087 
   00051    0.5400    -671.6035  0.3005 
   00052    0.6100    -692.8064  0.3122 
   00053    0.6300    -678.5394  0.3174 
   00054    0.5100    -662.5129  0.3174 
   00055    0.5300    -645.8076  0.3136 
   00056    0.5800    -681.8887  0.2899 
   00057    0.5700    -707.1049  0.2905 
   00058    0.5600    -711.4548  0.2852 
   00059    0.5600    -709.2464  0.2871 
   00060    0.5200    -700.1841  0.2610 
   00061    0.6100    -711.4013  0.2581 
   00062    0.4500    -709.7103  0.2629 
   00063    0.5200    -712.3727  0.2667 
   00064    0.5500    -688.1659  0.2702 
   00065    0.6200    -661.5737  0.2819 
   00066    0.5900    -662.4728  0.2893 
   00067    0.5700    -668.3855  0.3020 
   00068    0.5400    -677.7882  0.2966 
   00069    0.5600    -660.8612  0.2965 
   00070    0.6000    -664.7004  0.2964 
   00071    0.6400    -670.9720  0.3098 
   00072    0.6600    -636.9917  0.3148 
   00073    0.5400    -645.8385  0.3318 
   00074    0.5400    -630.5286  0.3446 
   00075    0.6400    -642.1036  0.3261 
   00076    0.5900    -671.6207  0.3145 
   00077    0.5400    -658.4810  0.3301 
   00078    0.6000    -645.6412  0.3309 
   00079    0.5600    -648.5376  0.3144 
   00080    0.5700    -666.8194  0.3421 
   00081    0.5300    -662.3794  0.3440 
   00082    0.6400    -641.1041  0.3635 
   00083    0.6000    -635.7655  0.3478 
   00084    0.5400    -649.5526  0.3570 
   00085    0.6300    -629.3803  0.3347 
   00086    0.4900    -632.0829  0.3407 
   00087    0.5700    -634.3595  0.3420 
   00088    0.5900    -659.6469  0.3464 
   00089    0.5700    -644.9595  0.3557 
   00090    0.6500    -658.0478  0.3708 
   00091    0.6000    -671.2660  0.3729 
   00092    0.5800    -723.3006  0.3817 
   00093    0.5300    -710.2639  0.3743 
   00094    0.5400    -716.4222  0.3502 
   00095    0.5300    -715.0420  0.3364 
   00096    0.5300    -726.2578  0.3440 
   00097    0.4500    -714.5663  0.3530 
   00098    0.5400    -648.7359  0.3599 
   00099    0.5600    -662.6331  0.3471 
   00100    0.5600    -652.3756  0.3369 
   00101    0.6100    -674.1485  0.3341 
   00102    0.6100    -651.9172  0.3304 
   00103    0.6000    -668.8882  0.3127 
   00104    0.6000    -641.9768  0.3299 
   00105    0.5500    -634.3970  0.3338 
   00106    0.5600    -630.8843  0.3315 
   00107    0.5800    -630.8043  0.3361 
   00108    0.5700    -640.0718  0.3296 
   00109    0.5600    -597.1009  0.3472 
   00110    0.5900    -621.5797  0.3436 
   00111    0.6100    -616.6588  0.3444 
   00112    0.5900    -657.1312  0.3254 
   00113    0.5400    -628.1324  0.3230 
   00114    0.5700    -643.5959  0.3187 
   00115    0.5900    -639.9687  0.3034 
   00116    0.6500    -655.5861  0.2943 
   00117    0.6300    -641.8296  0.2908 
   00118    0.5800    -635.9453  0.2716 
   00119    0.6200    -635.5522  0.2869 
   00120    0.5700    -638.1948  0.3093 
   00121    0.6200    -647.9541  0.3017 
   00122    0.6000    -669.4105  0.3098 
   00123    0.6300    -677.5377  0.2966 
   00124    0.5800    -676.5236  0.2833 
   00125    0.5700    -676.1461  0.2608 
   00126    0.5600    -700.1546  0.2927 
   00127    0.5700    -720.2605  0.3333 
   00128    0.5000    -721.6796  0.3379 
   00129    0.5800    -714.0931  0.3242 
   00130    0.5300    -719.0197  0.3057 
   00131    0.6300    -736.8914  0.2840 
   00132    0.5400    -717.0503  0.3060 
   00133    0.4400    -751.0676  0.3045 
   00134    0.5400    -754.2927  0.3069 
   00135    0.5400    -725.2262  0.3161 
   00136    0.5300    -698.0023  0.3002 
   00137    0.5100    -663.3980  0.2921 
   00138    0.5700    -630.1353  0.2869 
   00139    0.6100    -604.8756  0.2639 
   00140    0.5900    -651.8245  0.2865 
   00141    0.6500    -634.8546  0.2938 
   00142    0.5300    -619.8045  0.2750 
   00143    0.5400    -613.0225  0.2986 
   00144    0.5900    -639.0513  0.2687 
   00145    0.5800    -652.1197  0.2903 
   00146    0.5800    -630.7400  0.2987 
   00147    0.5400    -602.6586  0.2853 
   00148    0.5600    -581.8120  0.2850 
   00149    0.4700    -605.9958  0.2655 
   00150    0.6200    -601.6027  0.2580 
   00151    0.5900    -602.2381  0.2589 
   00152    0.6000    -591.4619  0.2867 
   00153    0.5400    -609.5372  0.3080 
   00154    0.5600    -622.2371  0.3163 
   00155    0.4900    -627.3556  0.3264 
   00156    0.5700    -652.3368  0.3213 
   00157    0.5400    -651.9310  0.3234 
   00158    0.5400    -675.5625  0.3164 
   00159    0.4800    -776.1514  0.3498 
   00160    0.5600    -753.0577  0.3377 
   00161    0.5100    -715.1484  0.3292 
   00162    0.5800    -709.9339  0.3329 
   00163    0.5900    -706.6306  0.3220 
   00164    0.5600    -682.4883  0.3261 
   00165    0.5600    -700.8827  0.3234 
   00166    0.5400    -693.7327  0.3300 
   00167    0.5800    -686.1067  0.3244 
   00168    0.5700    -679.2831  0.3168 
   00169    0.5500    -677.5383  0.3311 
   00170    0.6100    -667.3188  0.3566 
   00171    0.5000    -682.9848  0.3672 
   00172    0.5600    -654.9458  0.3647 
   00173    0.6300    -648.5343  0.3755 
   00174    0.5500    -646.1684  0.3711 
   00175    0.5700    -627.5787  0.3606 
   00176    0.5800    -641.8393  0.3577 
   00177    0.6200    -626.1426  0.3176 
   00178    0.6600    -637.1227  0.3192 
   00179    0.5900    -638.3401  0.3113 
   00180    0.6500    -622.3757  0.3264 
   00181    0.5600    -668.8766  0.3215 
   00182    0.5300    -691.9049  0.3333 
   00183    0.5800    -686.6868  0.3248 
   00184    0.6400    -657.2371  0.3240 
   00185    0.6100    -630.5606  0.3152 
   00186    0.6400    -616.0173  0.3024 
   00187    0.5600    -627.4535  0.2987 
   00188    0.5500    -591.2957  0.3056 
   00189    0.5600    -588.7721  0.3067 
   00190    0.5900    -606.4229  0.3093 
   00191    0.6300    -603.2734  0.3154 
   00192    0.5800    -571.6845  0.2686 
   00193    0.6400    -563.2375  0.2896 
   00194    0.5500    -567.9544  0.2968 
   00195    0.4600    -580.2852  0.2989 
