#=====================================================
# File created:        Tue-07-Nov-2023-at-11-56-07AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.800
# Run time (s):        12.391818
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -386.8906  0.2820 
   00001    0.7225    -660.6435  0.3292 
   00002    0.6000    -755.4321  0.3294 
   00003    0.5750    -828.1895  0.3533 
   00004    0.5175    -864.0136  0.3445 
   00005    0.5575    -910.1454  0.3484 
   00006    0.5175    -945.2743  0.3624 
   00007    0.4825    -951.2312  0.3945 
   00008    0.4800    -967.1601  0.3978 
   00009    0.4975    -955.6689  0.4059 
   00010    0.4700    -965.6907  0.3901 
   00011    0.4850   -1013.7536  0.4022 
   00012    0.5175   -1044.0378  0.3870 
   00013    0.4025   -1028.2590  0.4188 
   00014    0.4475   -1049.3507  0.4181 
   00015    0.4375   -1073.5272  0.4411 
   00016    0.4475   -1063.3237  0.4336 
   00017    0.4750   -1065.6292  0.4562 
   00018    0.4525   -1078.7976  0.4694 
   00019    0.4625   -1075.6833  0.4652 
   00020    0.4675   -1064.4536  0.4661 
   00021    0.4500   -1049.8189  0.4532 
   00022    0.4650   -1055.1481  0.4798 
   00023    0.4700   -1047.3949  0.4697 
   00024    0.4500   -1053.1486  0.4940 
   00025    0.4675   -1086.8559  0.5058 
   00026    0.4525   -1105.9397  0.4991 
   00027    0.4425   -1123.7441  0.5378 
   00028    0.4750   -1102.4659  0.5469 
   00029    0.4700   -1118.0692  0.5546 
   00030    0.4650   -1114.5397  0.5598 
   00031    0.4450   -1109.9598  0.5675 
   00032    0.4400   -1089.0505  0.5434 
   00033    0.4400   -1109.7501  0.5362 
   00034    0.4100   -1163.6790  0.5277 
   00035    0.4350   -1119.8759  0.5339 
   00036    0.4400   -1116.8466  0.5482 
   00037    0.3975   -1136.5584  0.5649 
   00038    0.4025   -1147.3704  0.5532 
   00039    0.4650   -1098.1798  0.5432 
   00040    0.4250   -1114.1836  0.5483 
   00041    0.4875   -1071.4407  0.5411 
   00042    0.4250   -1083.1929  0.5425 
   00043    0.4025   -1072.2071  0.5471 
   00044    0.4575   -1066.7400  0.5481 
   00045    0.4600   -1091.8246  0.5373 
   00046    0.4000   -1104.9355  0.5233 
   00047    0.4175   -1096.9442  0.5256 
   00048    0.4475   -1077.2276  0.5148 
   00049    0.4275   -1066.6015  0.5126 
   00050    0.4550   -1057.3478  0.5214 
   00051    0.4225   -1090.8776  0.5233 
   00052    0.4100   -1111.4205  0.5297 
   00053    0.4050   -1111.6828  0.5353 
   00054    0.4125   -1115.2061  0.5536 
