#=====================================================
# File created:        Tue-07-Nov-2023-at-11-56-47AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.200
# Run time (s):        12.906020
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -406.9965  0.2585 
   00001    0.7125    -577.9426  0.2731 
   00002    0.6675    -683.5072  0.2906 
   00003    0.6225    -742.9561  0.2769 
   00004    0.5625    -759.0171  0.2810 
   00005    0.5575    -789.7897  0.2577 
   00006    0.6125    -781.7266  0.3080 
   00007    0.5500    -771.8311  0.3203 
   00008    0.5950    -812.0544  0.2903 
   00009    0.5750    -828.6463  0.3024 
   00010    0.5575    -837.7593  0.3165 
   00011    0.5700    -863.7382  0.2798 
   00012    0.5100    -844.1131  0.2550 
   00013    0.5650    -824.1489  0.2643 
   00014    0.5750    -820.0656  0.2741 
   00015    0.5275    -863.3912  0.2904 
   00016    0.5175    -843.5329  0.3048 
   00017    0.5400    -832.4096  0.2966 
   00018    0.5775    -788.3657  0.2834 
   00019    0.5725    -815.1827  0.3129 
   00020    0.5600    -816.6697  0.3081 
   00021    0.5850    -813.9098  0.2589 
   00022    0.6050    -781.0340  0.2661 
   00023    0.5800    -791.0064  0.3062 
   00024    0.5400    -813.0191  0.3136 
   00025    0.5800    -826.9381  0.3015 
   00026    0.5500    -835.0345  0.3390 
   00027    0.5650    -879.1650  0.3620 
   00028    0.5400    -883.8591  0.3772 
   00029    0.5425    -922.3197  0.3975 
   00030    0.5425    -870.2623  0.3673 
   00031    0.5350    -849.9547  0.3736 
   00032    0.5850    -831.8824  0.3390 
   00033    0.5850    -808.0936  0.3680 
   00034    0.5525    -833.4157  0.4149 
   00035    0.5150    -906.2142  0.4330 
   00036    0.5150    -873.0226  0.4117 
   00037    0.5500    -844.7043  0.3889 
   00038    0.5325    -854.9781  0.3870 
   00039    0.5000    -876.0339  0.4221 
   00040    0.5325    -879.3937  0.4142 
   00041    0.5000    -928.0859  0.4509 
   00042    0.4950    -868.1009  0.3997 
   00043    0.5800    -814.9910  0.3785 
   00044    0.5275    -838.4909  0.4309 
   00045    0.5250    -818.6925  0.4124 
   00046    0.5350    -882.9466  0.4373 
   00047    0.5175    -891.1267  0.4550 
   00048    0.5125    -909.1682  0.4557 
   00049    0.5250    -883.5436  0.4504 
   00050    0.5350    -886.1732  0.4253 
   00051    0.5475    -861.9975  0.4030 
   00052    0.5000    -882.8856  0.3896 
   00053    0.5450    -881.2217  0.4016 
   00054    0.4600    -836.4821  0.3889 
   00055    0.5425    -829.0824  0.4172 
   00056    0.5550    -815.9590  0.4081 
   00057    0.5025    -832.9478  0.3691 
   00058    0.5500    -824.6932  0.3145 
   00059    0.5575    -805.7190  0.3701 
   00060    0.5725    -829.8046  0.3478 
   00061    0.5550    -816.7676  0.3108 
   00062    0.5600    -860.3635  0.2912 
   00063    0.5600    -877.3622  0.3424 
   00064    0.5950    -876.9107  0.3368 
   00065    0.5175    -858.6986  0.3378 
   00066    0.5700    -854.2600  0.3415 
   00067    0.5750    -836.4121  0.3462 
   00068    0.5200    -838.9681  0.3425 
   00069    0.5825    -858.1537  0.3405 
   00070    0.5475    -835.0237  0.3166 
   00071    0.5575    -811.3247  0.3357 
   00072    0.5800    -813.3337  0.3263 
   00073    0.5775    -821.3307  0.3331 
   00074    0.5700    -832.4277  0.3045 
   00075    0.5225    -839.3175  0.3036 
   00076    0.6025    -819.1696  0.3209 
