#=====================================================
# File created:        Tue-07-Nov-2023-at-11-51-52AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.000
# Run time (s):        13.780280
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -426.3033  0.2751 
   00001    0.7100    -593.2762  0.3089 
   00002    0.5950    -708.7727  0.2612 
   00003    0.5925    -759.4590  0.2873 
   00004    0.5850    -793.3458  0.2992 
   00005    0.5200    -796.6343  0.3368 
   00006    0.5575    -840.4420  0.3790 
   00007    0.5600    -844.9882  0.3889 
   00008    0.5000    -886.8814  0.3903 
   00009    0.5075    -913.4011  0.3957 
   00010    0.4925    -946.7883  0.3812 
   00011    0.5225    -917.8934  0.3928 
   00012    0.5300    -889.4275  0.3711 
   00013    0.5225    -909.8753  0.3790 
   00014    0.4925    -945.4278  0.3180 
   00015    0.4600    -963.0081  0.3185 
   00016    0.5375   -1014.2521  0.3141 
   00017    0.5100    -985.3884  0.3192 
   00018    0.4875   -1013.3281  0.2967 
   00019    0.4825   -1024.8810  0.2990 
   00020    0.4400   -1012.3220  0.2953 
   00021    0.4900    -970.8409  0.2990 
   00022    0.4450    -963.0083  0.2912 
   00023    0.4475    -976.3807  0.2882 
   00024    0.4800   -1002.5887  0.2803 
   00025    0.4700   -1005.4428  0.2684 
   00026    0.4725    -960.2076  0.2789 
   00027    0.4975    -963.1117  0.3012 
   00028    0.5025    -954.4013  0.2996 
   00029    0.4800    -979.2559  0.3090 
   00030    0.5100    -986.7902  0.2989 
   00031    0.4875    -945.8108  0.3087 
   00032    0.4950    -963.9548  0.3270 
   00033    0.4750    -972.3836  0.3530 
   00034    0.4825    -962.8823  0.3599 
   00035    0.4850    -945.9911  0.3529 
   00036    0.4975    -933.8258  0.3570 
   00037    0.5550    -920.7389  0.3321 
   00038    0.4625    -956.0863  0.3366 
   00039    0.4775    -933.3620  0.3309 
   00040    0.4950    -956.2645  0.3487 
   00041    0.4875    -969.0481  0.3622 
   00042    0.5300    -925.9740  0.3495 
   00043    0.4600    -911.4837  0.3513 
   00044    0.4675    -930.4278  0.3568 
   00045    0.5075    -926.0568  0.3085 
   00046    0.4725    -917.9962  0.3212 
   00047    0.5450    -889.4956  0.2718 
   00048    0.5225    -927.2085  0.2928 
   00049    0.5275    -935.3394  0.2958 
   00050    0.4425    -953.4897  0.3048 
   00051    0.4675    -959.5557  0.2939 
   00052    0.4925    -970.5957  0.2997 
   00053    0.4650    -943.7914  0.3070 
   00054    0.4900    -923.5991  0.2607 
   00055    0.4975    -893.2427  0.2649 
   00056    0.4975    -877.9974  0.2793 
   00057    0.5550    -904.9613  0.2740 
   00058    0.4950    -945.1099  0.2939 
   00059    0.4800    -907.0848  0.3087 
   00060    0.5025    -925.4297  0.2871 
   00061    0.4850    -920.7972  0.2738 
   00062    0.4900    -907.7157  0.2883 
   00063    0.5300    -904.6894  0.2913 
   00064    0.4900    -943.0533  0.2929 
   00065    0.4875    -927.3985  0.2871 
   00066    0.4775    -950.0617  0.3074 
   00067    0.4850    -951.8525  0.3452 
   00068    0.5000    -972.2617  0.3456 
   00069    0.4675    -966.9242  0.3447 
   00070    0.4850    -948.6530  0.3294 
   00071    0.5075    -890.3296  0.3634 
   00072    0.5175    -882.4997  0.3305 
   00073    0.5250    -854.8030  0.3340 
   00074    0.5075    -891.5715  0.3300 
   00075    0.4975    -939.7697  0.3705 
   00076    0.4725    -977.5435  0.3508 
   00077    0.5025    -975.0950  0.3473 
   00078    0.4275    -980.3589  0.3585 
   00079    0.4975    -961.1652  0.3636 
   00080    0.4875    -948.8148  0.3814 
   00081    0.4775    -974.3916  0.4081 
   00082    0.4725    -958.0710  0.3956 
   00083    0.5100    -964.4279  0.4031 
   00084    0.5575    -946.1079  0.3837 
   00085    0.5250    -982.3582  0.3609 
   00086    0.4550    -988.6917  0.3579 
   00087    0.4975    -973.2825  0.3482 
   00088    0.4975    -979.9083  0.3420 
   00089    0.4825    -987.9131  0.3250 
   00090    0.4475    -994.0608  0.3449 
   00091    0.4825    -993.3959  0.3715 
   00092    0.4425   -1013.1123  0.3841 
   00093    0.5000    -994.8722  0.3922 
   00094    0.4375   -1002.7792  0.4070 
   00095    0.4650    -998.3433  0.4071 
   00096    0.4825    -978.3272  0.4262 
   00097    0.4650    -993.2505  0.4374 
   00098    0.4900    -978.6207  0.3814 
   00099    0.4775    -983.5307  0.3963 
   00100    0.4775    -989.6415  0.4271 
   00101    0.4900    -974.3064  0.4346 
   00102    0.4975    -985.0765  0.4012 
   00103    0.4725    -978.3641  0.3865 
   00104    0.4525    -932.3627  0.3699 
   00105    0.4800    -904.9453  0.3425 
   00106    0.5150    -893.3819  0.3521 
   00107    0.5100    -870.8409  0.3572 
   00108    0.5575    -840.0634  0.3300 
   00109    0.5300    -882.7107  0.3466 
   00110    0.4925    -887.7687  0.3485 
   00111    0.5300    -895.0667  0.3443 
   00112    0.4900    -877.0451  0.3304 
   00113    0.5000    -923.3903  0.3272 
   00114    0.4975    -877.5561  0.3341 
   00115    0.5725    -907.7392  0.3531 
   00116    0.5150    -906.6963  0.3678 
   00117    0.4925    -938.4866  0.3323 
   00118    0.5100    -987.5538  0.3458 
   00119    0.4775    -960.3804  0.3318 
   00120    0.5000    -978.4919  0.3068 
   00121    0.4625    -959.6146  0.3141 
