#=====================================================
# File created:        Mon-06-Nov-2023-at-11-34-01AM
# Size of lattice:     80x80
# Number of MC steps:  1000
# Reduced temperature: 0.200
# Run time (s):        156.519270
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -6470.5267  0.2559 
   00001    0.6500   -6975.7829  0.2551 
   00002    0.6319   -7442.6225  0.2555 
   00003    0.6406   -7965.5688  0.2556 
   00004    0.6256   -8399.4664  0.2552 
   00005    0.6438   -8915.3353  0.2566 
   00006    0.6294   -9333.4872  0.2579 
   00007    0.6231   -9780.7757  0.2594 
   00008    0.6031  -10144.2291  0.2596 
   00009    0.6106  -10534.0026  0.2606 
   00010    0.5950  -10888.7268  0.2593 
   00011    0.5813  -11266.7621  0.2591 
   00012    0.5931  -11656.7097  0.2628 
   00013    0.5988  -12033.3862  0.2625 
   00014    0.5800  -12392.8320  0.2622 
   00015    0.6000  -12722.3790  0.2632 
   00016    0.5894  -13011.6844  0.2628 
   00017    0.5775  -13338.2521  0.2641 
   00018    0.5469  -13558.4816  0.2652 
   00019    0.5619  -13829.5787  0.2646 
   00020    0.5556  -14122.0173  0.2635 
   00021    0.5519  -14355.6627  0.2633 
   00022    0.5594  -14566.4779  0.2627 
   00023    0.5519  -14818.5781  0.2618 
   00024    0.5437  -15068.6864  0.2618 
   00025    0.5431  -15273.4317  0.2583 
   00026    0.5581  -15496.3525  0.2572 
   00027    0.5463  -15694.7853  0.2574 
   00028    0.5550  -15892.3070  0.2570 
   00029    0.5256  -16043.5254  0.2580 
   00030    0.5275  -16218.1058  0.2574 
   00031    0.5275  -16398.5090  0.2565 
   00032    0.5212  -16593.3899  0.2564 
   00033    0.5394  -16750.6726  0.2570 
   00034    0.5100  -16936.3340  0.2562 
   00035    0.5262  -17109.9386  0.2567 
   00036    0.5200  -17268.3332  0.2574 
   00037    0.5356  -17428.3465  0.2586 
   00038    0.5138  -17549.0572  0.2583 
   00039    0.5119  -17680.5431  0.2593 
   00040    0.5244  -17807.7843  0.2591 
   00041    0.5400  -17942.2437  0.2604 
   00042    0.5062  -18072.9877  0.2603 
   00043    0.5256  -18206.2182  0.2599 
   00044    0.5150  -18325.3898  0.2598 
   00045    0.5012  -18426.6028  0.2607 
   00046    0.4963  -18509.6092  0.2595 
   00047    0.5131  -18606.2672  0.2596 
   00048    0.5094  -18742.1329  0.2588 
   00049    0.5038  -18847.8852  0.2603 
   00050    0.5162  -18960.0811  0.2602 
   00051    0.5100  -19031.9551  0.2602 
   00052    0.4975  -19131.2358  0.2603 
   00053    0.4938  -19202.9872  0.2598 
   00054    0.5181  -19288.7354  0.2598 
   00055    0.5050  -19358.6400  0.2610 
   00056    0.5038  -19429.9587  0.2608 
   00057    0.5125  -19498.3852  0.2616 
   00058    0.4925  -19598.0115  0.2608 
   00059    0.4925  -19664.0810  0.2603 
   00060    0.4906  -19750.2485  0.2598 
   00061    0.4881  -19843.8231  0.2604 
   00062    0.5038  -19906.6946  0.2602 
   00063    0.4894  -19995.9386  0.2606 
   00064    0.4725  -20076.5250  0.2598 
   00065    0.4850  -20148.3345  0.2606 
   00066    0.4688  -20201.5120  0.2605 
   00067    0.4744  -20250.4167  0.2605 
   00068    0.4900  -20319.7341  0.2591 
   00069    0.4875  -20365.4621  0.2595 
   00070    0.4681  -20415.7854  0.2584 
   00071    0.4850  -20468.1321  0.2591 
   00072    0.5062  -20535.6513  0.2605 
   00073    0.4838  -20576.0952  0.2590 
   00074    0.4981  -20634.4889  0.2592 
   00075    0.4781  -20688.8431  0.2582 
   00076    0.4631  -20738.8083  0.2566 
   00077    0.4700  -20769.9604  0.2572 
   00078    0.4819  -20827.8497  0.2566 
   00079    0.4844  -20897.2881  0.2573 
   00080    0.4919  -20945.1158  0.2578 
   00081    0.4831  -20976.1270  0.2571 
   00082    0.4688  -21018.5631  0.2587 
   00083    0.4681  -21054.5093  0.2604 
   00084    0.4625  -21089.9920  0.2593 
   00085    0.4906  -21111.7372  0.2590 
   00086    0.4881  -21170.6628  0.2562 
   00087    0.4813  -21208.0053  0.2568 
   00088    0.4625  -21237.7594  0.2576 
   00089    0.4881  -21267.6903  0.2575 
   00090    0.4456  -21290.2345  0.2574 
   00091    0.4675  -21310.8314  0.2569 
   00092    0.4888  -21336.8915  0.2579 
   00093    0.4506  -21360.4391  0.2572 
   00094    0.4681  -21389.0762  0.2573 
   00095    0.4713  -21425.4976  0.2579 
   00096    0.4806  -21467.9120  0.2579 
   00097    0.4544  -21513.6643  0.2566 
   00098    0.4700  -21517.6743  0.2557 
   00099    0.4644  -21547.5162  0.2567 
   00100    0.4662  -21585.3080  0.2567 
   00101    0.4594  -21609.0166  0.2577 
   00102    0.4569  -21644.0038  0.2574 
   00103    0.4556  -21668.0719  0.2574 
   00104    0.4763  -21679.7499  0.2581 
   00105    0.4650  -21694.4581  0.2571 
   00106    0.4644  -21727.1633  0.2568 
   00107    0.4637  -21756.5291  0.2571 
   00108    0.4644  -21785.0486  0.2585 
   00109    0.4587  -21790.5925  0.2599 
   00110    0.4719  -21805.2141  0.2610 
   00111    0.4669  -21797.2839  0.2624 
   00112    0.4831  -21815.3569  0.2639 
   00113    0.4813  -21841.3718  0.2633 
   00114    0.4656  -21841.1415  0.2643 
   00115    0.4806  -21865.6071  0.2648 
   00116    0.4950  -21878.6407  0.2656 
   00117    0.4581  -21905.6530  0.2650 
   00118    0.4944  -21932.1428  0.2647 
   00119    0.4844  -21928.3458  0.2648 
   00120    0.4713  -21962.9341  0.2655 
   00121    0.4788  -21991.1683  0.2659 
   00122    0.4750  -22011.1549  0.2652 
   00123    0.4569  -22038.9685  0.2648 
   00124    0.4637  -22057.9267  0.2662 
   00125    0.4600  -22078.9576  0.2663 
   00126    0.4619  -22084.4768  0.2657 
