#=====================================================
# File created:        Mon-06-Nov-2023-at-11-26-56AM
# Size of lattice:     60x60
# Number of MC steps:  1000
# Reduced temperature: 2.000
# Run time (s):        87.677283
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -3654.5354  0.2591 
   00001    0.7456   -4041.0918  0.2608 
   00002    0.7444   -4329.6855  0.2661 
   00003    0.7644   -4520.9198  0.2705 
   00004    0.7333   -4706.7495  0.2664 
   00005    0.7511   -4870.4154  0.2613 
   00006    0.7156   -5019.3923  0.2593 
   00007    0.7033   -5128.5130  0.2651 
   00008    0.7156   -5174.2596  0.2670 
   00009    0.7278   -5236.5499  0.2688 
   00010    0.6833   -5356.6273  0.2775 
   00011    0.7011   -5388.8484  0.2801 
   00012    0.6922   -5397.3579  0.2923 
   00013    0.7122   -5447.9972  0.2993 
   00014    0.6911   -5527.4839  0.2954 
   00015    0.7022   -5586.7921  0.2947 
   00016    0.7033   -5512.8148  0.3020 
   00017    0.7067   -5488.4131  0.3054 
   00018    0.7133   -5561.5943  0.2977 
   00019    0.7033   -5607.7525  0.3054 
   00020    0.6567   -5655.5799  0.2990 
   00021    0.6711   -5708.7049  0.2999 
   00022    0.6644   -5728.4825  0.3045 
   00023    0.6767   -5748.3186  0.3024 
   00024    0.6933   -5711.3464  0.2969 
   00025    0.6889   -5710.0729  0.2976 
   00026    0.6800   -5744.2536  0.2930 
   00027    0.6978   -5704.4029  0.2920 
   00028    0.7011   -5699.9703  0.2876 
   00029    0.6700   -5767.8533  0.2883 
   00030    0.6878   -5703.9566  0.2808 
   00031    0.6800   -5801.1215  0.2843 
   00032    0.6889   -5747.2191  0.2796 
   00033    0.6644   -5755.4070  0.2770 
   00034    0.6856   -5686.3435  0.2730 
   00035    0.6978   -5619.9895  0.2743 
   00036    0.6956   -5601.6154  0.2736 
   00037    0.6578   -5688.0443  0.2754 
   00038    0.6822   -5811.9270  0.2775 
   00039    0.6933   -5809.3873  0.2730 
   00040    0.6633   -5840.9666  0.2666 
   00041    0.6500   -5860.0715  0.2656 
   00042    0.6889   -5829.3246  0.2529 
   00043    0.6844   -5805.9718  0.2527 
   00044    0.6689   -5770.1128  0.2610 
   00045    0.6800   -5720.1573  0.2618 
   00046    0.6467   -5672.0313  0.2629 
   00047    0.6844   -5663.8152  0.2601 
   00048    0.6789   -5679.8815  0.2578 
   00049    0.6844   -5704.5734  0.2560 
   00050    0.6789   -5711.7517  0.2615 
   00051    0.6633   -5749.6506  0.2594 
   00052    0.6644   -5704.4923  0.2640 
   00053    0.6733   -5739.7415  0.2671 
   00054    0.6467   -5679.3092  0.2610 
   00055    0.6689   -5650.5597  0.2562 
   00056    0.6956   -5640.3821  0.2583 
   00057    0.7011   -5640.5852  0.2577 
   00058    0.7000   -5574.2157  0.2561 
   00059    0.7011   -5571.3644  0.2585 
   00060    0.6878   -5573.1220  0.2547 
   00061    0.7033   -5474.9666  0.2561 
   00062    0.6767   -5432.6312  0.2582 
   00063    0.7078   -5527.2971  0.2617 
   00064    0.6767   -5597.5957  0.2609 
   00065    0.6667   -5587.4938  0.2646 
   00066    0.6722   -5683.9283  0.2635 
   00067    0.6789   -5609.2163  0.2568 
   00068    0.6833   -5683.8554  0.2540 
   00069    0.6900   -5778.3237  0.2621 
   00070    0.6889   -5775.8949  0.2614 
   00071    0.6578   -5854.2721  0.2676 
   00072    0.6978   -5753.9488  0.2681 
   00073    0.6811   -5898.2985  0.2739 
   00074    0.6622   -5849.5092  0.2671 
   00075    0.6500   -5873.0986  0.2617 
   00076    0.6633   -5834.7163  0.2610 
   00077    0.6922   -5717.7663  0.2641 
   00078    0.6667   -5737.1976  0.2575 
   00079    0.6633   -5764.4497  0.2545 
   00080    0.6867   -5927.2849  0.2530 
   00081    0.6833   -5900.6551  0.2562 
   00082    0.6444   -5872.2301  0.2629 
   00083    0.6567   -5883.8924  0.2596 
   00084    0.6622   -5855.7182  0.2607 
   00085    0.6600   -5898.9964  0.2590 
   00086    0.7011   -5833.6269  0.2555 
   00087    0.6678   -5801.2184  0.2548 
   00088    0.6544   -5760.3892  0.2570 
   00089    0.7000   -5810.3022  0.2595 
   00090    0.6856   -5739.2540  0.2607 
   00091    0.6556   -5757.8647  0.2616 
   00092    0.6944   -5674.1747  0.2604 
   00093    0.6800   -5605.2638  0.2690 
   00094    0.6844   -5669.7911  0.2732 
   00095    0.6889   -5696.9663  0.2737 
   00096    0.6856   -5827.4762  0.2749 
   00097    0.6733   -5696.9470  0.2746 
   00098    0.6511   -5688.9498  0.2698 
   00099    0.7011   -5818.6541  0.2654 
   00100    0.6700   -5829.4076  0.2645 
   00101    0.6733   -5807.1557  0.2690 
   00102    0.6856   -5761.7461  0.2627 
   00103    0.7011   -5833.7013  0.2707 
   00104    0.6744   -5722.4893  0.2747 
   00105    0.6744   -5723.3780  0.2675 
   00106    0.6756   -5675.3745  0.2702 
   00107    0.6711   -5677.6607  0.2681 
   00108    0.7000   -5727.9851  0.2674 
   00109    0.6822   -5763.6337  0.2674 
   00110    0.6733   -5791.0244  0.2627 
   00111    0.6778   -5759.5216  0.2553 
   00112    0.6756   -5716.3144  0.2621 
   00113    0.6911   -5595.6088  0.2572 
   00114    0.6767   -5559.3458  0.2529 
   00115    0.6722   -5629.5000  0.2533 
   00116    0.6633   -5599.1466  0.2574 
   00117    0.6833   -5618.4357  0.2641 
   00118    0.6833   -5635.8258  0.2693 
   00119    0.6733   -5650.6583  0.2703 
   00120    0.6733   -5653.2105  0.2745 
   00121    0.6744   -5714.0297  0.2713 
   00122    0.6533   -5807.5310  0.2665 
   00123    0.6967   -5742.8149  0.2698 
   00124    0.6767   -5635.3048  0.2712 
   00125    0.6967   -5708.7801  0.2654 
   00126    0.6889   -5671.9769  0.2728 
   00127    0.6611   -5554.2079  0.2745 
   00128    0.6644   -5623.1247  0.2754 
   00129    0.7022   -5608.5306  0.2716 
   00130    0.6800   -5578.5751  0.2686 
   00131    0.6833   -5608.9870  0.2634 
   00132    0.6967   -5773.5581  0.2645 
   00133    0.6633   -5757.1003  0.2638 
   00134    0.6956   -5782.3917  0.2626 
   00135    0.6878   -5761.4178  0.2537 
   00136    0.6867   -5715.9735  0.2564 
   00137    0.6800   -5821.1999  0.2585 
   00138    0.7089   -5729.6689  0.2583 
   00139    0.6867   -5714.7801  0.2549 
   00140    0.6911   -5612.3259  0.2547 
   00141    0.7056   -5642.8518  0.2574 
   00142    0.6878   -5683.9080  0.2620 
   00143    0.6700   -5709.6172  0.2550 
   00144    0.6944   -5781.0660  0.2552 
   00145    0.6622   -5758.4179  0.2543 
   00146    0.6611   -5624.4755  0.2595 
   00147    0.6867   -5590.9393  0.2529 
   00148    0.6889   -5712.0630  0.2593 
   00149    0.6633   -5682.6357  0.2574 
   00150    0.6711   -5668.2640  0.2620 
   00151    0.6667   -5671.4449  0.2596 
   00152    0.6656   -5706.5517  0.2563 
   00153    0.6778   -5705.7448  0.2617 
   00154    0.6678   -5704.2440  0.2634 
   00155    0.7156   -5718.1596  0.2630 
   00156    0.6900   -5715.9039  0.2603 
   00157    0.6656   -5732.3457  0.2609 
   00158    0.6522   -5733.4289  0.2646 
   00159    0.6856   -5738.6986  0.2655 
   00160    0.6711   -5732.4633  0.2634 
   00161    0.6689   -5785.9488  0.2583 
   00162    0.6933   -5746.5147  0.2546 
   00163    0.6756   -5786.8265  0.2564 
   00164    0.6878   -5862.8440  0.2534 
   00165    0.6844   -5813.4289  0.2567 
   00166    0.6511   -5836.1926  0.2551 
   00167    0.6867   -5777.3900  0.2591 
   00168    0.6922   -5775.0163  0.2625 
   00169    0.6844   -5730.4962  0.2613 
   00170    0.6756   -5805.3043  0.2631 
