#=====================================================
# File created:        Mon-06-Nov-2023-at-10-57-56AM
# Size of lattice:     40x40
# Number of MC steps:  1000
# Reduced temperature: 2.000
# Run time (s):        44.524600
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -1635.6382  0.2783 
   00001    0.7075   -1766.6992  0.2782 
   00002    0.7375   -1938.8471  0.2668 
   00003    0.7300   -2037.5089  0.2556 
   00004    0.6600   -2102.6294  0.2620 
   00005    0.6875   -2158.0202  0.2694 
   00006    0.6850   -2234.6411  0.2526 
   00007    0.6550   -2337.0494  0.2569 
   00008    0.6775   -2415.9849  0.2766 
   00009    0.6775   -2405.4447  0.2709 
   00010    0.6600   -2361.7907  0.2757 
   00011    0.6775   -2364.4407  0.2917 
   00012    0.6875   -2441.0973  0.2854 
   00013    0.6450   -2516.9263  0.2756 
   00014    0.6750   -2531.1321  0.2759 
   00015    0.6625   -2465.5354  0.2766 
   00016    0.6450   -2477.6089  0.2631 
   00017    0.6775   -2538.9676  0.2798 
   00018    0.6750   -2556.4273  0.2774 
   00019    0.6525   -2506.2834  0.2672 
   00020    0.6625   -2490.0034  0.2675 
   00021    0.6750   -2466.4500  0.2633 
   00022    0.6650   -2510.9594  0.2695 
   00023    0.6775   -2517.9896  0.2784 
   00024    0.5950   -2583.6423  0.2717 
   00025    0.6625   -2553.0309  0.2724 
   00026    0.6575   -2574.9149  0.2727 
   00027    0.6350   -2547.1142  0.2720 
   00028    0.6700   -2500.4731  0.2520 
   00029    0.6175   -2522.8426  0.2524 
   00030    0.6550   -2495.1169  0.2594 
   00031    0.6325   -2487.0032  0.2657 
   00032    0.6350   -2523.4677  0.2661 
   00033    0.6575   -2547.4037  0.2533 
   00034    0.6450   -2562.0889  0.2584 
   00035    0.6350   -2574.2244  0.2632 
   00036    0.6925   -2531.0439  0.2696 
   00037    0.6475   -2519.7684  0.2792 
   00038    0.6650   -2589.2197  0.2681 
   00039    0.6275   -2553.3226  0.2770 
   00040    0.6150   -2598.0339  0.2835 
   00041    0.6375   -2541.0831  0.2951 
   00042    0.6850   -2595.2621  0.2860 
   00043    0.6475   -2577.9278  0.2851 
   00044    0.6475   -2549.7029  0.2805 
   00045    0.6600   -2554.3819  0.2835 
   00046    0.6500   -2523.7719  0.2722 
   00047    0.6425   -2402.5984  0.2734 
   00048    0.6800   -2433.2037  0.2694 
   00049    0.6875   -2406.2020  0.2729 
   00050    0.6600   -2385.5389  0.2797 
   00051    0.6550   -2369.9643  0.2749 
   00052    0.6300   -2393.2547  0.2758 
   00053    0.6325   -2451.9296  0.2707 
   00054    0.6300   -2455.6246  0.2624 
   00055    0.6550   -2470.5664  0.2607 
