#=====================================================
# File created:        Tue-07-Nov-2023-at-11-57-11AM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.400
# Run time (s):        12.521666
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -413.5238  0.2849 
   00001    0.7225    -643.1406  0.2667 
   00002    0.6750    -673.6180  0.3242 
   00003    0.6200    -707.2654  0.3283 
   00004    0.6100    -742.4149  0.3034 
   00005    0.6450    -752.1898  0.2792 
   00006    0.6375    -776.8528  0.3139 
   00007    0.6100    -763.2247  0.2948 
   00008    0.6375    -782.0783  0.3469 
   00009    0.6050    -758.0156  0.3021 
   00010    0.6625    -733.0738  0.3034 
   00011    0.6075    -734.6166  0.3126 
   00012    0.6825    -749.6494  0.3283 
   00013    0.5800    -787.2884  0.3192 
   00014    0.5725    -769.3067  0.2858 
   00015    0.6000    -760.7488  0.2835 
   00016    0.6300    -763.2394  0.3057 
   00017    0.6150    -746.1391  0.2718 
   00018    0.6725    -754.2034  0.2836 
   00019    0.6375    -736.3020  0.3132 
   00020    0.5625    -725.6910  0.3114 
   00021    0.6150    -742.5956  0.3327 
   00022    0.6300    -714.9564  0.3309 
   00023    0.6100    -722.1315  0.3337 
   00024    0.6025    -728.9868  0.3097 
   00025    0.5975    -789.9192  0.2850 
   00026    0.5875    -772.7461  0.2798 
   00027    0.6425    -742.9843  0.2937 
   00028    0.6225    -722.2783  0.3139 
   00029    0.6375    -707.0099  0.3022 
   00030    0.6750    -699.5241  0.3147 
   00031    0.6825    -756.4129  0.3454 
   00032    0.5850    -754.0800  0.3371 
   00033    0.6125    -746.1575  0.3407 
   00034    0.6075    -759.3380  0.3572 
   00035    0.5900    -703.8644  0.3426 
   00036    0.6425    -746.9237  0.3683 
   00037    0.5975    -790.6939  0.3513 
   00038    0.6500    -717.7577  0.3116 
   00039    0.6575    -732.2453  0.3467 
   00040    0.6050    -740.0099  0.3554 
   00041    0.6275    -758.7978  0.3441 
   00042    0.6175    -730.8076  0.3359 
   00043    0.5875    -733.0217  0.3493 
   00044    0.6625    -731.1149  0.3074 
   00045    0.5925    -754.9337  0.2939 
   00046    0.5900    -722.6523  0.2835 
   00047    0.6350    -675.7153  0.2874 
   00048    0.6475    -750.8474  0.3174 
   00049    0.6500    -747.7945  0.3130 
   00050    0.6500    -716.3212  0.3382 
   00051    0.6325    -773.1945  0.3297 
   00052    0.5900    -777.4570  0.3036 
   00053    0.5900    -801.5202  0.3270 
   00054    0.6150    -777.0614  0.3286 
   00055    0.5675    -817.1831  0.3234 
   00056    0.5950    -791.4948  0.3612 
   00057    0.5950    -782.1909  0.3372 
   00058    0.6125    -765.6493  0.3178 
   00059    0.6475    -764.0891  0.3190 
   00060    0.6200    -717.9273  0.3181 
   00061    0.6475    -739.8501  0.3159 
   00062    0.6675    -750.1006  0.2936 
   00063    0.6325    -744.4538  0.2816 
   00064    0.6175    -748.7954  0.2918 
   00065    0.5700    -746.7584  0.3005 
   00066    0.6325    -739.7359  0.2897 
   00067    0.6100    -762.5978  0.3174 
   00068    0.5925    -807.0651  0.3452 
   00069    0.5775    -785.7377  0.3158 
   00070    0.6075    -729.9332  0.2636 
   00071    0.5950    -753.5726  0.3142 
   00072    0.6250    -715.4095  0.3141 
   00073    0.6475    -751.6769  0.2851 
   00074    0.6300    -742.8841  0.2823 
   00075    0.6275    -730.0402  0.2569 
   00076    0.6750    -724.9186  0.3338 
   00077    0.6175    -770.8783  0.3088 
   00078    0.5900    -769.3463  0.3293 
   00079    0.6175    -746.9605  0.3593 
   00080    0.6225    -739.7339  0.3298 
   00081    0.6400    -771.2994  0.3243 
   00082    0.6500    -738.5140  0.3232 
   00083    0.5850    -801.8173  0.3674 
   00084    0.5800    -767.1683  0.4029 
   00085    0.5925    -814.3733  0.3884 
   00086    0.6000    -770.5631  0.3917 
   00087    0.6275    -747.1160  0.3649 
   00088    0.6300    -761.5746  0.3685 
   00089    0.5975    -785.1617  0.3623 
   00090    0.6100    -732.5638  0.3239 
   00091    0.6375    -726.0971  0.3315 
   00092    0.5625    -767.0455  0.3607 
   00093    0.5975    -760.9504  0.3733 
   00094    0.6300    -783.2247  0.3445 
   00095    0.5950    -736.7308  0.3297 
   00096    0.6400    -747.1484  0.3215 
   00097    0.6550    -736.3645  0.2977 
   00098    0.6225    -756.5768  0.2863 
   00099    0.6350    -765.8067  0.2803 
   00100    0.6150    -752.5087  0.2944 
   00101    0.5875    -749.9642  0.2962 
   00102    0.5875    -774.8656  0.3163 
   00103    0.6250    -759.6879  0.3170 
   00104    0.6225    -797.8793  0.3002 
   00105    0.5525    -780.5132  0.2986 
   00106    0.5975    -758.2021  0.2635 
   00107    0.6225    -741.8099  0.2951 
   00108    0.6350    -733.8722  0.2956 
   00109    0.6500    -755.4415  0.2749 
   00110    0.6350    -716.8647  0.3136 
   00111    0.6250    -733.1746  0.2983 
   00112    0.6200    -750.0580  0.2702 
   00113    0.6175    -780.3432  0.2660 
   00114    0.5525    -764.0684  0.2785 
   00115    0.6175    -772.7325  0.2893 
   00116    0.5975    -790.6564  0.2725 
   00117    0.5900    -766.8947  0.2984 
   00118    0.6100    -801.0087  0.2699 
   00119    0.5700    -828.2745  0.2830 
   00120    0.6225    -786.8350  0.2995 
   00121    0.5850    -764.4141  0.2981 
   00122    0.6275    -791.3770  0.3004 
   00123    0.5700    -808.0077  0.2751 
   00124    0.5850    -792.6206  0.2591 
   00125    0.5775    -779.8246  0.2607 
   00126    0.6150    -779.3274  0.3077 
   00127    0.5825    -759.5649  0.2887 
   00128    0.5725    -752.4642  0.2865 
   00129    0.5950    -774.5547  0.2777 
   00130    0.5675    -824.1499  0.2973 
   00131    0.6375    -774.4184  0.2925 
   00132    0.6825    -758.5646  0.2867 
   00133    0.6025    -754.3618  0.3419 
   00134    0.6050    -782.6255  0.3838 
   00135    0.5725    -775.4379  0.3282 
   00136    0.5400    -781.6764  0.2836 
   00137    0.5900    -822.6453  0.2706 
   00138    0.6200    -741.2775  0.2791 
   00139    0.6325    -786.5476  0.2836 
   00140    0.6125    -763.2468  0.2632 
   00141    0.6275    -820.3134  0.2948 
   00142    0.6275    -797.8834  0.2709 
   00143    0.5875    -777.6206  0.3126 
   00144    0.6175    -761.8586  0.2961 
   00145    0.6175    -764.9682  0.2966 
   00146    0.6425    -742.0298  0.3105 
   00147    0.6300    -756.5097  0.3415 
   00148    0.5725    -743.0156  0.3226 
   00149    0.6200    -729.8559  0.3035 
   00150    0.6275    -723.1635  0.2555 
   00151    0.5850    -740.1804  0.2751 
   00152    0.6025    -719.4329  0.2610 
   00153    0.6275    -715.0821  0.2770 
   00154    0.6375    -699.7033  0.3261 
   00155    0.6225    -691.9026  0.3053 
   00156    0.6250    -748.5236  0.3402 
   00157    0.6000    -747.3044  0.3132 
   00158    0.6000    -723.4078  0.2917 
   00159    0.6625    -698.9770  0.3183 
   00160    0.6625    -768.3413  0.3439 
   00161    0.6400    -773.8574  0.3546 
   00162    0.5975    -776.2883  0.3568 
   00163    0.5575    -775.0733  0.3299 
   00164    0.6275    -792.0490  0.3280 
   00165    0.6475    -804.7006  0.3753 
   00166    0.6150    -796.2140  0.3370 
   00167    0.6000    -753.1285  0.3264 
   00168    0.6700    -795.0824  0.3070 
   00169    0.6225    -743.3057  0.3034 
   00170    0.5650    -803.5001  0.2999 
   00171    0.5525    -839.9254  0.2568 
   00172    0.5675    -789.9786  0.2640 
   00173    0.6075    -766.2711  0.2675 
   00174    0.5625    -825.7245  0.2819 
   00175    0.6100    -816.4439  0.3170 
   00176    0.6200    -803.4247  0.3378 
   00177    0.6225    -741.4139  0.3388 
   00178    0.6350    -769.6788  0.3380 
   00179    0.5875    -729.5088  0.3231 
   00180    0.6100    -717.8026  0.3365 
   00181    0.6350    -759.1667  0.3073 
   00182    0.6375    -781.5997  0.2732 
   00183    0.5925    -732.1330  0.2741 
   00184    0.6075    -742.2221  0.3088 
   00185    0.6350    -792.7254  0.3171 
   00186    0.5900    -788.6311  0.3423 
   00187    0.5700    -783.5154  0.3694 
   00188    0.5675    -795.7108  0.3698 
   00189    0.5800    -780.4654  0.3315 
   00190    0.5975    -766.2887  0.3434 
   00191    0.5900    -785.0014  0.3259 
   00192    0.6350    -773.9444  0.3136 
   00193    0.5950    -798.7956  0.2953 
   00194    0.6125    -794.1199  0.3289 
   00195    0.6225    -759.2131  0.3483 
   00196    0.6000    -776.3122  0.3198 
   00197    0.5850    -749.6867  0.3222 
   00198    0.6300    -714.5998  0.2872 
   00199    0.6100    -769.3333  0.2685 
   00200    0.5875    -742.5700  0.2836 
   00201    0.6475    -735.6889  0.2706 
   00202    0.6150    -710.8250  0.3113 
   00203    0.6125    -758.2263  0.3073 
   00204    0.5950    -762.4077  0.3165 
   00205    0.6275    -758.3515  0.2822 
   00206    0.6150    -754.8911  0.3167 
   00207    0.6050    -752.8478  0.3476 
   00208    0.5800    -737.6334  0.3420 
   00209    0.6075    -791.3898  0.3255 
