#=====================================================
# File created:        Mon-06-Nov-2023-at-12-29-06PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.600
# Run time (s):        2.055675
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -403.6293  0.2890 
   00001    0.7375    -608.8365  0.2843 
   00002    0.6975    -657.0760  0.2833 
   00003    0.6850    -646.4643  0.2861 
   00004    0.6600    -682.7254  0.3397 
   00005    0.6400    -685.9833  0.3702 
   00006    0.7125    -672.0030  0.3593 
   00007    0.6850    -678.1162  0.3584 
   00008    0.6600    -704.4620  0.3402 
   00009    0.6800    -689.1887  0.3171 
   00010    0.7175    -703.8581  0.3311 
   00011    0.6825    -668.9808  0.2974 
   00012    0.6650    -685.4970  0.3261 
   00013    0.6850    -670.4923  0.3035 
   00014    0.6700    -687.8493  0.3021 
   00015    0.6575    -746.2078  0.2757 
   00016    0.6300    -795.0154  0.2935 
   00017    0.6225    -771.1705  0.3017 
   00018    0.6675    -734.5684  0.2880 
   00019    0.6225    -727.6999  0.2872 
   00020    0.6725    -706.3339  0.3164 
   00021    0.7125    -682.4249  0.2948 
   00022    0.6550    -687.5429  0.2844 
   00023    0.6675    -687.1937  0.3154 
   00024    0.6525    -755.9287  0.2876 
   00025    0.6500    -710.8859  0.3002 
   00026    0.6775    -702.5139  0.2833 
   00027    0.6775    -709.8491  0.2667 
   00028    0.6450    -708.6930  0.3012 
   00029    0.6625    -676.5993  0.3248 
   00030    0.6400    -726.5931  0.3093 
   00031    0.6450    -707.4918  0.3153 
   00032    0.7250    -711.8777  0.3063 
   00033    0.6575    -728.1684  0.2825 
   00034    0.6425    -726.1617  0.2888 
   00035    0.6375    -764.0477  0.3356 
   00036    0.6625    -755.1483  0.3226 
   00037    0.6500    -721.0825  0.3123 
   00038    0.6550    -688.9983  0.3490 
   00039    0.6650    -709.1276  0.3481 
   00040    0.6450    -695.3837  0.3044 
   00041    0.6525    -694.0850  0.2624 
   00042    0.6750    -760.5978  0.3179 
   00043    0.6125    -697.6072  0.3152 
   00044    0.6500    -684.3035  0.2862 
   00045    0.7075    -648.7880  0.2730 
   00046    0.7150    -679.4956  0.2945 
   00047    0.6250    -703.3158  0.2876 
   00048    0.6325    -723.3392  0.3033 
   00049    0.6750    -706.2951  0.2927 
   00050    0.6925    -690.4927  0.2514 
   00051    0.6925    -697.4494  0.2909 
   00052    0.7175    -649.0747  0.2795 
   00053    0.7150    -690.6771  0.3342 
   00054    0.6800    -670.4145  0.3714 
   00055    0.6700    -697.5676  0.3653 
   00056    0.6675    -701.4270  0.3071 
   00057    0.6875    -705.3083  0.3115 
   00058    0.7075    -694.4097  0.2627 
   00059    0.6225    -670.1078  0.2802 
   00060    0.6800    -709.5284  0.2830 
   00061    0.6675    -714.3431  0.3073 
   00062    0.6850    -693.0817  0.3445 
   00063    0.6875    -705.1294  0.3374 
   00064    0.6650    -702.3364  0.3793 
   00065    0.6625    -722.8929  0.3684 
   00066    0.6825    -729.3748  0.3528 
   00067    0.6300    -728.1947  0.3477 
   00068    0.6200    -624.4743  0.3330 
   00069    0.6900    -745.5429  0.3702 
   00070    0.6225    -745.0556  0.3659 
   00071    0.6025    -740.8944  0.4047 
   00072    0.6500    -707.5086  0.3726 
   00073    0.6800    -694.6013  0.3713 
   00074    0.6750    -695.2809  0.3583 
   00075    0.6425    -682.6850  0.3143 
   00076    0.7025    -715.9508  0.2897 
   00077    0.6700    -724.5541  0.3058 
   00078    0.6650    -725.8747  0.2704 
   00079    0.6000    -752.6184  0.2681 
   00080    0.6450    -696.5807  0.3133 
   00081    0.6500    -705.5258  0.3114 
   00082    0.7175    -668.4105  0.2944 
   00083    0.7125    -662.0843  0.2984 
   00084    0.6475    -700.4591  0.3022 
   00085    0.6450    -679.5704  0.2787 
   00086    0.6475    -735.2391  0.2692 
   00087    0.6650    -709.4448  0.3004 
   00088    0.6700    -751.2355  0.2859 
   00089    0.6450    -729.4260  0.3070 
   00090    0.6300    -756.5042  0.3178 
   00091    0.6550    -715.0351  0.3058 
   00092    0.6650    -696.9959  0.2943 
   00093    0.6425    -726.3622  0.2697 
   00094    0.6625    -681.8963  0.2813 
   00095    0.6525    -695.1922  0.2929 
   00096    0.6450    -700.4854  0.2723 
   00097    0.6475    -701.1853  0.3055 
   00098    0.6600    -707.4034  0.3065 
   00099    0.6500    -721.8313  0.3529 
   00100    0.6500    -702.4717  0.3297 
   00101    0.6250    -753.2236  0.3313 
   00102    0.6275    -700.6216  0.3296 
   00103    0.6075    -779.3450  0.3821 
   00104    0.6200    -762.3460  0.3632 
   00105    0.6650    -729.4309  0.3817 
   00106    0.6250    -749.1477  0.3618 
