#=====================================================
# File created:        Thu-02-Nov-2023-at-05-01-33PM
# Size of lattice:     60x60
# Number of MC steps:  10
# Reduced temperature: 0.600
# Run time (s):        1.137333
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -3522.8317  0.2692 
   00001    0.6914   -5434.0904  0.2683 
   00002    0.6136   -6611.7511  0.2797 
   00003    0.5772   -7255.8803  0.2728 
   00004    0.5378   -7755.3078  0.2700 
   00005    0.5333   -8291.0004  0.2762 
   00006    0.5108   -8642.9476  0.2767 
   00007    0.4958   -8989.9120  0.2718 
   00008    0.4797   -9134.3728  0.2654 
   00009    0.4939   -9339.5698  0.2613 
   00010    0.4747   -9461.9683  0.2606 
