#=====================================================
# File created:        Mon-06-Nov-2023-at-12-28-45PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.200
# Run time (s):        2.126612
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -408.4680  0.2744 
   00001    0.7075    -640.3440  0.2992 
   00002    0.6375    -702.1949  0.2972 
   00003    0.6200    -731.2785  0.3328 
   00004    0.5800    -817.0488  0.3092 
   00005    0.5700    -867.5343  0.3302 
   00006    0.5700    -811.6464  0.3061 
   00007    0.5800    -817.3066  0.3108 
   00008    0.5975    -815.4176  0.3157 
   00009    0.5975    -791.8483  0.3173 
   00010    0.5850    -803.9740  0.3104 
   00011    0.5975    -796.3042  0.2902 
   00012    0.5800    -824.0581  0.3166 
   00013    0.5850    -816.4840  0.2934 
   00014    0.5400    -851.5253  0.2674 
   00015    0.5400    -839.8134  0.2567 
   00016    0.5675    -831.9216  0.3027 
   00017    0.5775    -799.8144  0.3134 
   00018    0.5450    -802.1448  0.3130 
   00019    0.5850    -862.8177  0.2859 
   00020    0.5150    -859.3532  0.2959 
   00021    0.5125    -872.4279  0.3002 
   00022    0.5525    -855.1248  0.2974 
   00023    0.5550    -840.9619  0.2932 
   00024    0.5500    -809.0764  0.2839 
   00025    0.5775    -784.5229  0.2936 
   00026    0.5825    -785.0507  0.3264 
   00027    0.5600    -827.0721  0.3409 
   00028    0.5825    -838.1172  0.3388 
   00029    0.5675    -803.2123  0.3184 
   00030    0.5950    -786.3743  0.3150 
   00031    0.5825    -806.5737  0.3425 
   00032    0.6050    -792.9260  0.3450 
   00033    0.5200    -820.2461  0.3293 
   00034    0.5675    -854.7287  0.3332 
   00035    0.5650    -802.0681  0.2953 
   00036    0.5975    -790.0989  0.3211 
   00037    0.5950    -799.6304  0.2780 
   00038    0.5650    -816.5311  0.2803 
   00039    0.5775    -809.0929  0.2887 
   00040    0.5750    -840.4019  0.3613 
   00041    0.5100    -805.6374  0.3702 
   00042    0.5775    -821.8492  0.3652 
   00043    0.5375    -849.8311  0.3582 
   00044    0.5675    -823.8962  0.3961 
   00045    0.5450    -803.8188  0.3729 
   00046    0.6350    -732.7812  0.3224 
   00047    0.6075    -755.2636  0.3367 
   00048    0.5975    -782.4337  0.3360 
   00049    0.5975    -791.3412  0.3261 
   00050    0.5800    -832.0167  0.3523 
   00051    0.5975    -798.8910  0.3161 
   00052    0.6200    -769.3467  0.3043 
   00053    0.6050    -745.0011  0.2870 
   00054    0.6600    -729.4776  0.2830 
   00055    0.5575    -741.6654  0.2967 
   00056    0.5900    -752.3751  0.2956 
   00057    0.5900    -776.3883  0.2868 
   00058    0.5975    -791.6919  0.2697 
   00059    0.6275    -764.6060  0.2580 
   00060    0.5775    -776.0575  0.2696 
   00061    0.6000    -797.6844  0.2836 
   00062    0.5850    -815.1743  0.2902 
   00063    0.6075    -790.9998  0.3586 
   00064    0.5950    -817.1515  0.3523 
   00065    0.5625    -804.7066  0.3500 
   00066    0.5650    -840.2782  0.3567 
   00067    0.5325    -828.4427  0.3532 
   00068    0.5400    -854.5505  0.3061 
   00069    0.5300    -849.8786  0.3179 
   00070    0.5475    -850.1662  0.3477 
   00071    0.5325    -870.7325  0.3335 
   00072    0.5375    -867.2283  0.3566 
   00073    0.5375    -833.0692  0.3531 
   00074    0.6000    -818.8381  0.3411 
   00075    0.5425    -786.7637  0.3427 
   00076    0.6175    -732.3911  0.3554 
   00077    0.5775    -724.3123  0.3538 
   00078    0.6325    -762.6960  0.3830 
   00079    0.6100    -776.6856  0.3891 
   00080    0.6175    -779.8923  0.4039 
   00081    0.5475    -758.0298  0.3848 
   00082    0.6525    -785.3153  0.4092 
   00083    0.6175    -787.8104  0.3633 
   00084    0.5725    -834.8729  0.3306 
   00085    0.5650    -869.3290  0.3451 
   00086    0.5050    -849.4283  0.2928 
   00087    0.5400    -879.6065  0.2989 
   00088    0.5525    -830.1908  0.3043 
   00089    0.5450    -879.9821  0.3081 
   00090    0.5650    -871.3478  0.2868 
   00091    0.5450    -880.5501  0.2690 
   00092    0.5375    -840.9692  0.2569 
   00093    0.5550    -804.2703  0.2661 
   00094    0.5675    -819.6275  0.2724 
   00095    0.5775    -858.9262  0.2902 
   00096    0.5675    -854.1459  0.2630 
   00097    0.5675    -810.9496  0.2958 
   00098    0.5400    -857.2255  0.2860 
   00099    0.5250    -816.6732  0.2809 
   00100    0.5725    -808.4266  0.2692 
   00101    0.5625    -811.2709  0.2790 
   00102    0.5625    -776.2376  0.2726 
   00103    0.6200    -800.4720  0.3076 
   00104    0.5450    -832.8194  0.3192 
   00105    0.5925    -803.7608  0.3418 
   00106    0.5375    -813.7001  0.3057 
   00107    0.5750    -831.6339  0.3346 
   00108    0.5850    -805.8447  0.2984 
   00109    0.5575    -761.8991  0.3199 
   00110    0.6050    -788.2557  0.2716 
   00111    0.5875    -786.8884  0.2645 
   00112    0.5800    -786.0199  0.3161 
   00113    0.5700    -783.4303  0.3191 
   00114    0.5975    -800.0826  0.3395 
   00115    0.5850    -819.9601  0.3193 
   00116    0.5100    -815.4867  0.3046 
   00117    0.5800    -813.8046  0.2811 
   00118    0.5600    -782.2445  0.2813 
   00119    0.5650    -771.9014  0.2658 
   00120    0.5425    -829.8505  0.2745 
   00121    0.5575    -852.2304  0.2798 
   00122    0.5275    -908.8204  0.3217 
   00123    0.5525    -905.9894  0.3385 
   00124    0.5025    -903.9196  0.3238 
   00125    0.5475    -879.0205  0.3172 
   00126    0.5000    -901.4142  0.3554 
   00127    0.5300    -855.6202  0.3330 
   00128    0.5550    -821.0596  0.3210 
   00129    0.5200    -840.0180  0.3159 
   00130    0.5500    -834.7375  0.3506 
   00131    0.5800    -829.0943  0.3367 
   00132    0.6025    -844.6766  0.3239 
   00133    0.5575    -821.3885  0.3203 
   00134    0.5650    -836.8049  0.2904 
   00135    0.5575    -826.3868  0.2794 
   00136    0.5775    -846.3169  0.2901 
   00137    0.5525    -854.0043  0.3101 
   00138    0.5900    -830.4515  0.2776 
   00139    0.5325    -799.0273  0.2892 
   00140    0.5675    -814.0808  0.2845 
   00141    0.5775    -823.0111  0.2899 
   00142    0.5625    -819.7322  0.3063 
   00143    0.5750    -765.6235  0.2714 
   00144    0.5975    -750.1308  0.2567 
   00145    0.6325    -751.9996  0.2731 
   00146    0.6000    -786.8861  0.2914 
   00147    0.5650    -789.1404  0.3186 
   00148    0.5975    -809.7833  0.3436 
   00149    0.5450    -835.8663  0.3644 
   00150    0.6125    -875.2653  0.4004 
   00151    0.5225    -859.6872  0.3930 
   00152    0.5325    -874.0684  0.3993 
   00153    0.5600    -852.8317  0.3956 
   00154    0.5375    -861.6014  0.4195 
   00155    0.6150    -848.8279  0.4280 
   00156    0.5700    -832.8944  0.4202 
   00157    0.5800    -789.5844  0.3815 
   00158    0.5400    -866.0031  0.3573 
   00159    0.4875    -902.1950  0.3725 
   00160    0.4850    -899.4515  0.3692 
   00161    0.5300    -860.0197  0.3695 
   00162    0.5700    -790.1737  0.3712 
   00163    0.5950    -822.0031  0.3535 
   00164    0.5700    -811.3032  0.3367 
   00165    0.5725    -845.0454  0.3183 
   00166    0.5775    -821.2476  0.2996 
   00167    0.6000    -782.5837  0.3290 
   00168    0.5675    -826.5285  0.3160 
   00169    0.5450    -849.5451  0.3280 
   00170    0.5375    -820.3047  0.3267 
   00171    0.5700    -864.7452  0.3508 
   00172    0.5325    -829.6984  0.3614 
   00173    0.5350    -832.7067  0.3608 
   00174    0.6050    -859.9267  0.3398 
   00175    0.5525    -836.6752  0.3383 
   00176    0.5525    -830.8994  0.3475 
   00177    0.5550    -839.2097  0.3691 
   00178    0.5725    -845.5206  0.3827 
   00179    0.5900    -817.3578  0.3704 
   00180    0.5900    -822.6523  0.3667 
   00181    0.5600    -862.4909  0.3665 
   00182    0.5025    -835.4718  0.3617 
   00183    0.5700    -871.9309  0.3941 
   00184    0.5700    -874.0522  0.3787 
   00185    0.5725    -886.7087  0.3654 
   00186    0.5350    -887.1075  0.3632 
   00187    0.5200    -899.5813  0.3699 
   00188    0.5300    -849.4715  0.3770 
   00189    0.5500    -828.7479  0.3422 
   00190    0.5650    -815.2156  0.3385 
   00191    0.5900    -825.3087  0.3810 
   00192    0.5675    -806.8883  0.3725 
   00193    0.5700    -865.5083  0.3672 
   00194    0.5300    -891.2396  0.3579 
   00195    0.5300    -880.1687  0.3602 
   00196    0.5400    -831.6496  0.3946 
   00197    0.5650    -826.7725  0.3664 
   00198    0.5700    -799.9198  0.3486 
   00199    0.4950    -858.5240  0.3765 
   00200    0.5275    -859.8590  0.3776 
   00201    0.5450    -793.1269  0.3717 
   00202    0.5675    -830.0071  0.3598 
   00203    0.5575    -794.8577  0.3543 
   00204    0.5750    -799.8809  0.3546 
   00205    0.5450    -837.9962  0.3587 
   00206    0.5750    -851.4087  0.3571 
   00207    0.5150    -868.6680  0.3691 
   00208    0.5675    -854.6085  0.3696 
   00209    0.6425    -849.1996  0.4003 
   00210    0.5500    -845.3687  0.3974 
   00211    0.5500    -872.4912  0.3849 
   00212    0.5125    -893.1832  0.3731 
   00213    0.5625    -820.3351  0.3447 
   00214    0.6275    -812.1183  0.3191 
   00215    0.5875    -806.6799  0.3096 
   00216    0.5850    -781.8089  0.3280 
   00217    0.5775    -794.6780  0.3719 
   00218    0.5450    -778.5681  0.3653 
   00219    0.5725    -787.4537  0.4050 
   00220    0.5850    -778.0948  0.4075 
   00221    0.6575    -788.5973  0.4156 
   00222    0.5875    -804.2749  0.4496 
   00223    0.5975    -815.2167  0.4263 
   00224    0.5650    -773.2042  0.4379 
   00225    0.5575    -776.6786  0.4051 
   00226    0.5800    -752.2699  0.4306 
   00227    0.5925    -789.8427  0.4565 
   00228    0.6200    -806.9872  0.4536 
   00229    0.5350    -802.0587  0.4211 
   00230    0.5875    -806.7050  0.3595 
   00231    0.5075    -900.7935  0.3571 
   00232    0.4950    -869.8768  0.3353 
   00233    0.5275    -875.6810  0.3311 
   00234    0.5425    -867.1265  0.3294 
   00235    0.5675    -834.1526  0.3261 
   00236    0.5550    -800.0058  0.3032 
   00237    0.5850    -790.3353  0.3059 
   00238    0.5775    -782.9942  0.3043 
   00239    0.5950    -771.9669  0.3292 
   00240    0.6250    -787.0700  0.3400 
   00241    0.5825    -822.9243  0.3411 
   00242    0.5600    -834.0821  0.3117 
   00243    0.5600    -884.7209  0.3190 
   00244    0.5375    -863.4008  0.3067 
   00245    0.5475    -896.3878  0.3058 
   00246    0.5100    -891.5149  0.3472 
   00247    0.4950    -902.9293  0.3682 
   00248    0.5525    -889.4651  0.3667 
   00249    0.5525    -885.0188  0.3701 
   00250    0.5400    -899.6886  0.4038 
   00251    0.5525    -901.1866  0.3823 
   00252    0.5425    -860.5199  0.3551 
   00253    0.5375    -849.4169  0.3496 
   00254    0.6100    -834.7267  0.3426 
   00255    0.6200    -832.4009  0.3812 
   00256    0.5075    -826.4573  0.3277 
   00257    0.5300    -848.5724  0.3719 
   00258    0.5750    -823.1717  0.3742 
   00259    0.5650    -813.1070  0.3584 
   00260    0.5875    -770.2456  0.3565 
   00261    0.5700    -781.5536  0.3385 
   00262    0.5775    -808.4756  0.3348 
   00263    0.5425    -833.3438  0.3494 
   00264    0.5550    -822.9872  0.3974 
   00265    0.5425    -818.4286  0.3793 
   00266    0.5825    -864.7559  0.3562 
   00267    0.5775    -830.0994  0.3267 
   00268    0.5525    -824.2180  0.3323 
   00269    0.5525    -843.4386  0.3407 
   00270    0.5475    -872.9437  0.2921 
   00271    0.5475    -833.9925  0.2847 
   00272    0.5800    -814.8952  0.3343 
   00273    0.5350    -776.8356  0.3335 
   00274    0.5500    -805.5480  0.2774 
   00275    0.6125    -802.8396  0.3184 
   00276    0.5550    -865.2629  0.3137 
   00277    0.5525    -889.1177  0.3290 
   00278    0.5450    -885.2728  0.3571 
   00279    0.5175    -873.4026  0.3376 
   00280    0.5400    -849.0340  0.3559 
   00281    0.5275    -877.4519  0.3548 
   00282    0.5225    -861.3117  0.3903 
   00283    0.5475    -860.7416  0.3702 
   00284    0.5425    -845.7238  0.3907 
   00285    0.5125    -812.1048  0.3728 
   00286    0.5550    -793.1202  0.3870 
   00287    0.5825    -800.4490  0.3639 
   00288    0.6275    -830.0755  0.3834 
   00289    0.5425    -831.8313  0.3960 
   00290    0.5525    -839.3539  0.4063 
   00291    0.5725    -827.0131  0.3930 
   00292    0.5575    -851.1019  0.4020 
   00293    0.5600    -853.9403  0.3864 
   00294    0.5775    -854.2547  0.3852 
   00295    0.5800    -865.0139  0.3777 
   00296    0.5125    -838.3703  0.4214 
   00297    0.5550    -886.0163  0.4246 
   00298    0.5150    -888.3323  0.4185 
   00299    0.5675    -869.3827  0.4024 
   00300    0.5300    -851.4924  0.3947 
   00301    0.5475    -859.5037  0.4025 
   00302    0.5450    -827.0040  0.3958 
   00303    0.5600    -872.3172  0.3591 
   00304    0.5125    -893.1492  0.3164 
   00305    0.5450    -846.6598  0.2961 
   00306    0.5500    -849.2018  0.2724 
   00307    0.5325    -864.1605  0.2803 
   00308    0.5025    -876.8965  0.2998 
   00309    0.5125    -885.6765  0.2874 
   00310    0.5050    -846.5906  0.3202 
   00311    0.5875    -829.1897  0.3535 
   00312    0.5150    -895.8263  0.3503 
   00313    0.4850    -923.7317  0.3431 
   00314    0.4900    -910.3403  0.3280 
   00315    0.5100    -855.6693  0.3900 
   00316    0.5525    -907.7612  0.3787 
   00317    0.5075    -914.1668  0.3913 
   00318    0.4800    -892.0478  0.3818 
   00319    0.4900    -889.5026  0.3760 
   00320    0.5700    -872.1097  0.3546 
   00321    0.5475    -845.6862  0.3304 
   00322    0.5375    -849.3343  0.3352 
   00323    0.5500    -853.3260  0.3789 
   00324    0.5600    -820.2048  0.3486 
   00325    0.6225    -829.7533  0.3407 
   00326    0.5200    -862.9886  0.3431 
   00327    0.5225    -873.5140  0.3593 
   00328    0.5475    -859.1090  0.3821 
   00329    0.5300    -845.2529  0.3675 
   00330    0.5500    -826.3540  0.3916 
   00331    0.5925    -817.8921  0.3576 
   00332    0.5850    -826.5930  0.3906 
   00333    0.5750    -809.6114  0.4229 
   00334    0.5100    -863.6663  0.4024 
   00335    0.5925    -880.6702  0.3966 
   00336    0.5150    -905.7554  0.3908 
   00337    0.4975    -871.9676  0.4056 
   00338    0.5200    -859.8727  0.3792 
   00339    0.5125    -863.6907  0.3456 
   00340    0.5450    -849.4226  0.3105 
   00341    0.5600    -847.7670  0.3360 
   00342    0.5525    -841.7031  0.3255 
   00343    0.5875    -819.9686  0.3337 
   00344    0.5900    -800.9242  0.3555 
   00345    0.6125    -820.4186  0.3722 
   00346    0.6175    -771.5618  0.3526 
   00347    0.6300    -768.2884  0.3363 
   00348    0.5925    -819.4067  0.3794 
   00349    0.5950    -796.1778  0.3135 
   00350    0.5450    -785.2953  0.3168 
   00351    0.5850    -794.4964  0.2619 
   00352    0.5725    -808.9236  0.2696 
